"";"region";"AgeGrp_min";"AgeGrp_max";"NUTS";"date";"Year";"WeekNo";"male_covid_death";"female_covid_death";"NC_covid_death";"total_covid_death";"country";"type"
"1513";"Schleswig-Holstein";"60";"79";"Germany";"2020/10/06";"2020";"41";0;0;0;0;"Germany";"AgeGender"
"1514";"Schleswig-Holstein";"80";NA;"Germany";"2020/10/06";"2020";"41";0;0;0;0;"Germany";"AgeGender"
"1515";"Schleswig-Holstein";"35";"59";"Germany";"2020/10/06";"2020";"41";0;0;0;0;"Germany";"AgeGender"
"1516";"Schleswig-Holstein";"15";"34";"Germany";"2020/10/06";"2020";"41";0;0;0;0;"Germany";"AgeGender"
"1517";"Schleswig-Holstein";"5";"14";"Germany";"2020/10/06";"2020";"41";0;0;0;0;"Germany";"AgeGender"
"1518";"Schleswig-Holstein";NA;NA;"Germany";"2020/10/06";"2020";"41";0;0;0;0;"Germany";"AgeGender"
"1519";"Schleswig-Holstein";"0";"4";"Germany";"2020/10/06";"2020";"41";0;0;0;0;"Germany";"AgeGender"
"1520";"Schleswig-Holstein";"60";"79";"Germany";"2020/05/14";"2020";"20";0;0;0;0;"Germany";"AgeGender"
"1521";"Schleswig-Holstein";"80";NA;"Germany";"2020/05/14";"2020";"20";0;0;0;0;"Germany";"AgeGender"
"1522";"Schleswig-Holstein";"35";"59";"Germany";"2020/05/14";"2020";"20";0;0;0;0;"Germany";"AgeGender"
"1523";"Schleswig-Holstein";"15";"34";"Germany";"2020/05/14";"2020";"20";0;0;0;0;"Germany";"AgeGender"
"1524";"Schleswig-Holstein";"5";"14";"Germany";"2020/05/14";"2020";"20";0;0;0;0;"Germany";"AgeGender"
"1525";"Schleswig-Holstein";NA;NA;"Germany";"2020/05/14";"2020";"20";0;0;0;0;"Germany";"AgeGender"
"1526";"Schleswig-Holstein";"0";"4";"Germany";"2020/05/14";"2020";"20";0;0;0;0;"Germany";"AgeGender"
"1527";"Schleswig-Holstein";"60";"79";"Germany";"2020/08/10";"2020";"33";0;0;0;0;"Germany";"AgeGender"
"1528";"Schleswig-Holstein";"80";NA;"Germany";"2020/08/10";"2020";"33";0;0;0;0;"Germany";"AgeGender"
"1529";"Schleswig-Holstein";"35";"59";"Germany";"2020/08/10";"2020";"33";0;0;0;0;"Germany";"AgeGender"
"1530";"Schleswig-Holstein";"15";"34";"Germany";"2020/08/10";"2020";"33";0;0;0;0;"Germany";"AgeGender"
"1531";"Schleswig-Holstein";"5";"14";"Germany";"2020/08/10";"2020";"33";0;0;0;0;"Germany";"AgeGender"
"1532";"Schleswig-Holstein";NA;NA;"Germany";"2020/08/10";"2020";"33";0;0;0;0;"Germany";"AgeGender"
"1533";"Schleswig-Holstein";"0";"4";"Germany";"2020/08/10";"2020";"33";0;0;0;0;"Germany";"AgeGender"
"1534";"Schleswig-Holstein";"60";"79";"Germany";"2020/09/28";"2020";"40";0;0;0;0;"Germany";"AgeGender"
"1535";"Schleswig-Holstein";"80";NA;"Germany";"2020/09/28";"2020";"40";0;0;0;0;"Germany";"AgeGender"
"1536";"Schleswig-Holstein";"35";"59";"Germany";"2020/09/28";"2020";"40";0;0;0;0;"Germany";"AgeGender"
"1537";"Schleswig-Holstein";"15";"34";"Germany";"2020/09/28";"2020";"40";0;0;0;0;"Germany";"AgeGender"
"1538";"Schleswig-Holstein";"5";"14";"Germany";"2020/09/28";"2020";"40";0;0;0;0;"Germany";"AgeGender"
"1539";"Schleswig-Holstein";NA;NA;"Germany";"2020/09/28";"2020";"40";0;0;0;0;"Germany";"AgeGender"
"1540";"Schleswig-Holstein";"0";"4";"Germany";"2020/09/28";"2020";"40";0;0;0;0;"Germany";"AgeGender"
"1541";"Schleswig-Holstein";"60";"79";"Germany";"2020/05/16";"2020";"20";0;0;0;0;"Germany";"AgeGender"
"1542";"Schleswig-Holstein";"80";NA;"Germany";"2020/05/16";"2020";"20";0;0;0;0;"Germany";"AgeGender"
"1543";"Schleswig-Holstein";"35";"59";"Germany";"2020/05/16";"2020";"20";0;0;0;0;"Germany";"AgeGender"
"1544";"Schleswig-Holstein";"15";"34";"Germany";"2020/05/16";"2020";"20";0;0;0;0;"Germany";"AgeGender"
"1545";"Schleswig-Holstein";"5";"14";"Germany";"2020/05/16";"2020";"20";0;0;0;0;"Germany";"AgeGender"
"1546";"Schleswig-Holstein";NA;NA;"Germany";"2020/05/16";"2020";"20";0;0;0;0;"Germany";"AgeGender"
"1547";"Schleswig-Holstein";"0";"4";"Germany";"2020/05/16";"2020";"20";0;0;0;0;"Germany";"AgeGender"
"1548";"Schleswig-Holstein";"60";"79";"Germany";"2020/08/15";"2020";"33";0;0;0;0;"Germany";"AgeGender"
"1549";"Schleswig-Holstein";"80";NA;"Germany";"2020/08/15";"2020";"33";0;0;0;0;"Germany";"AgeGender"
"1550";"Schleswig-Holstein";"35";"59";"Germany";"2020/08/15";"2020";"33";0;0;0;0;"Germany";"AgeGender"
"1551";"Schleswig-Holstein";"15";"34";"Germany";"2020/08/15";"2020";"33";0;0;0;0;"Germany";"AgeGender"
"1552";"Schleswig-Holstein";"5";"14";"Germany";"2020/08/15";"2020";"33";0;0;0;0;"Germany";"AgeGender"
"1553";"Schleswig-Holstein";NA;NA;"Germany";"2020/08/15";"2020";"33";0;0;0;0;"Germany";"AgeGender"
"1554";"Schleswig-Holstein";"0";"4";"Germany";"2020/08/15";"2020";"33";0;0;0;0;"Germany";"AgeGender"
"1555";"Schleswig-Holstein";"60";"79";"Germany";"2020/06/15";"2020";"25";0;0;0;0;"Germany";"AgeGender"
"1556";"Schleswig-Holstein";"80";NA;"Germany";"2020/06/15";"2020";"25";0;0;0;0;"Germany";"AgeGender"
"1557";"Schleswig-Holstein";"35";"59";"Germany";"2020/06/15";"2020";"25";0;0;0;0;"Germany";"AgeGender"
"1558";"Schleswig-Holstein";"15";"34";"Germany";"2020/06/15";"2020";"25";0;0;0;0;"Germany";"AgeGender"
"1559";"Schleswig-Holstein";"5";"14";"Germany";"2020/06/15";"2020";"25";0;0;0;0;"Germany";"AgeGender"
"1560";"Schleswig-Holstein";NA;NA;"Germany";"2020/06/15";"2020";"25";0;0;0;0;"Germany";"AgeGender"
"1561";"Schleswig-Holstein";"0";"4";"Germany";"2020/06/15";"2020";"25";0;0;0;0;"Germany";"AgeGender"
"1562";"Schleswig-Holstein";"60";"79";"Germany";"2020/08/26";"2020";"35";0;0;0;0;"Germany";"AgeGender"
"1563";"Schleswig-Holstein";"80";NA;"Germany";"2020/08/26";"2020";"35";0;0;0;0;"Germany";"AgeGender"
"1564";"Schleswig-Holstein";"35";"59";"Germany";"2020/08/26";"2020";"35";0;0;0;0;"Germany";"AgeGender"
"1565";"Schleswig-Holstein";"15";"34";"Germany";"2020/08/26";"2020";"35";0;0;0;0;"Germany";"AgeGender"
"1566";"Schleswig-Holstein";"5";"14";"Germany";"2020/08/26";"2020";"35";0;0;0;0;"Germany";"AgeGender"
"1567";"Schleswig-Holstein";NA;NA;"Germany";"2020/08/26";"2020";"35";0;0;0;0;"Germany";"AgeGender"
"1568";"Schleswig-Holstein";"0";"4";"Germany";"2020/08/26";"2020";"35";0;0;0;0;"Germany";"AgeGender"
"1569";"Schleswig-Holstein";"60";"79";"Germany";"2020/05/13";"2020";"20";0;0;0;0;"Germany";"AgeGender"
"1570";"Schleswig-Holstein";"80";NA;"Germany";"2020/05/13";"2020";"20";0;0;0;0;"Germany";"AgeGender"
"1571";"Schleswig-Holstein";"35";"59";"Germany";"2020/05/13";"2020";"20";0;0;0;0;"Germany";"AgeGender"
"1572";"Schleswig-Holstein";"15";"34";"Germany";"2020/05/13";"2020";"20";0;0;0;0;"Germany";"AgeGender"
"1573";"Schleswig-Holstein";"5";"14";"Germany";"2020/05/13";"2020";"20";0;0;0;0;"Germany";"AgeGender"
"1574";"Schleswig-Holstein";NA;NA;"Germany";"2020/05/13";"2020";"20";0;0;0;0;"Germany";"AgeGender"
"1575";"Schleswig-Holstein";"0";"4";"Germany";"2020/05/13";"2020";"20";0;0;0;0;"Germany";"AgeGender"
"1576";"Schleswig-Holstein";"60";"79";"Germany";"2020/09/15";"2020";"38";0;0;0;0;"Germany";"AgeGender"
"1577";"Schleswig-Holstein";"80";NA;"Germany";"2020/09/15";"2020";"38";0;0;0;0;"Germany";"AgeGender"
"1578";"Schleswig-Holstein";"35";"59";"Germany";"2020/09/15";"2020";"38";0;0;0;0;"Germany";"AgeGender"
"1579";"Schleswig-Holstein";"15";"34";"Germany";"2020/09/15";"2020";"38";0;0;0;0;"Germany";"AgeGender"
"1580";"Schleswig-Holstein";"5";"14";"Germany";"2020/09/15";"2020";"38";0;0;0;0;"Germany";"AgeGender"
"1581";"Schleswig-Holstein";NA;NA;"Germany";"2020/09/15";"2020";"38";0;0;0;0;"Germany";"AgeGender"
"1582";"Schleswig-Holstein";"0";"4";"Germany";"2020/09/15";"2020";"38";0;0;0;0;"Germany";"AgeGender"
"1583";"Schleswig-Holstein";"60";"79";"Germany";"2020/08/17";"2020";"34";0;0;0;0;"Germany";"AgeGender"
"1584";"Schleswig-Holstein";"80";NA;"Germany";"2020/08/17";"2020";"34";0;0;0;0;"Germany";"AgeGender"
"1585";"Schleswig-Holstein";"35";"59";"Germany";"2020/08/17";"2020";"34";0;0;0;0;"Germany";"AgeGender"
"1586";"Schleswig-Holstein";"15";"34";"Germany";"2020/08/17";"2020";"34";0;0;0;0;"Germany";"AgeGender"
"1587";"Schleswig-Holstein";"5";"14";"Germany";"2020/08/17";"2020";"34";0;0;0;0;"Germany";"AgeGender"
"1588";"Schleswig-Holstein";NA;NA;"Germany";"2020/08/17";"2020";"34";0;0;0;0;"Germany";"AgeGender"
"1589";"Schleswig-Holstein";"0";"4";"Germany";"2020/08/17";"2020";"34";0;0;0;0;"Germany";"AgeGender"
"1590";"Schleswig-Holstein";"60";"79";"Germany";"2020/05/12";"2020";"20";0;0;0;0;"Germany";"AgeGender"
"1591";"Schleswig-Holstein";"80";NA;"Germany";"2020/05/12";"2020";"20";0;0;0;0;"Germany";"AgeGender"
"1592";"Schleswig-Holstein";"35";"59";"Germany";"2020/05/12";"2020";"20";0;0;0;0;"Germany";"AgeGender"
"1593";"Schleswig-Holstein";"15";"34";"Germany";"2020/05/12";"2020";"20";0;0;0;0;"Germany";"AgeGender"
"1594";"Schleswig-Holstein";"5";"14";"Germany";"2020/05/12";"2020";"20";0;0;0;0;"Germany";"AgeGender"
"1595";"Schleswig-Holstein";NA;NA;"Germany";"2020/05/12";"2020";"20";0;0;0;0;"Germany";"AgeGender"
"1596";"Schleswig-Holstein";"0";"4";"Germany";"2020/05/12";"2020";"20";0;0;0;0;"Germany";"AgeGender"
"1597";"Schleswig-Holstein";"60";"79";"Germany";"2020/05/28";"2020";"22";0;0;0;0;"Germany";"AgeGender"
"1598";"Schleswig-Holstein";"80";NA;"Germany";"2020/05/28";"2020";"22";0;0;0;0;"Germany";"AgeGender"
"1599";"Schleswig-Holstein";"35";"59";"Germany";"2020/05/28";"2020";"22";0;0;0;0;"Germany";"AgeGender"
"1600";"Schleswig-Holstein";"15";"34";"Germany";"2020/05/28";"2020";"22";0;0;0;0;"Germany";"AgeGender"
"1601";"Schleswig-Holstein";"5";"14";"Germany";"2020/05/28";"2020";"22";0;0;0;0;"Germany";"AgeGender"
"1602";"Schleswig-Holstein";NA;NA;"Germany";"2020/05/28";"2020";"22";0;0;0;0;"Germany";"AgeGender"
"1603";"Schleswig-Holstein";"0";"4";"Germany";"2020/05/28";"2020";"22";0;0;0;0;"Germany";"AgeGender"
"1604";"Schleswig-Holstein";"60";"79";"Germany";"2020/09/16";"2020";"38";0;0;0;0;"Germany";"AgeGender"
"1605";"Schleswig-Holstein";"80";NA;"Germany";"2020/09/16";"2020";"38";0;0;0;0;"Germany";"AgeGender"
"1606";"Schleswig-Holstein";"35";"59";"Germany";"2020/09/16";"2020";"38";0;0;0;0;"Germany";"AgeGender"
"1607";"Schleswig-Holstein";"15";"34";"Germany";"2020/09/16";"2020";"38";0;0;0;0;"Germany";"AgeGender"
"1608";"Schleswig-Holstein";"5";"14";"Germany";"2020/09/16";"2020";"38";0;0;0;0;"Germany";"AgeGender"
"1609";"Schleswig-Holstein";NA;NA;"Germany";"2020/09/16";"2020";"38";0;0;0;0;"Germany";"AgeGender"
"1610";"Schleswig-Holstein";"0";"4";"Germany";"2020/09/16";"2020";"38";0;0;0;0;"Germany";"AgeGender"
"1611";"Schleswig-Holstein";"60";"79";"Germany";"2020/09/20";"2020";"38";0;0;0;0;"Germany";"AgeGender"
"1612";"Schleswig-Holstein";"80";NA;"Germany";"2020/09/20";"2020";"38";0;0;0;0;"Germany";"AgeGender"
"1613";"Schleswig-Holstein";"35";"59";"Germany";"2020/09/20";"2020";"38";0;0;0;0;"Germany";"AgeGender"
"1614";"Schleswig-Holstein";"15";"34";"Germany";"2020/09/20";"2020";"38";0;0;0;0;"Germany";"AgeGender"
"1615";"Schleswig-Holstein";"5";"14";"Germany";"2020/09/20";"2020";"38";0;0;0;0;"Germany";"AgeGender"
"1616";"Schleswig-Holstein";NA;NA;"Germany";"2020/09/20";"2020";"38";0;0;0;0;"Germany";"AgeGender"
"1617";"Schleswig-Holstein";"0";"4";"Germany";"2020/09/20";"2020";"38";0;0;0;0;"Germany";"AgeGender"
"1618";"Schleswig-Holstein";"60";"79";"Germany";"2020/05/15";"2020";"20";0;0;0;0;"Germany";"AgeGender"
"1619";"Schleswig-Holstein";"80";NA;"Germany";"2020/05/15";"2020";"20";0;0;0;0;"Germany";"AgeGender"
"1620";"Schleswig-Holstein";"35";"59";"Germany";"2020/05/15";"2020";"20";0;0;0;0;"Germany";"AgeGender"
"1621";"Schleswig-Holstein";"15";"34";"Germany";"2020/05/15";"2020";"20";0;0;0;0;"Germany";"AgeGender"
"1622";"Schleswig-Holstein";"5";"14";"Germany";"2020/05/15";"2020";"20";0;0;0;0;"Germany";"AgeGender"
"1623";"Schleswig-Holstein";NA;NA;"Germany";"2020/05/15";"2020";"20";0;0;0;0;"Germany";"AgeGender"
"1624";"Schleswig-Holstein";"0";"4";"Germany";"2020/05/15";"2020";"20";0;0;0;0;"Germany";"AgeGender"
"1625";"Schleswig-Holstein";"60";"79";"Germany";"2020/06/26";"2020";"26";0;0;0;0;"Germany";"AgeGender"
"1626";"Schleswig-Holstein";"80";NA;"Germany";"2020/06/26";"2020";"26";0;0;0;0;"Germany";"AgeGender"
"1627";"Schleswig-Holstein";"35";"59";"Germany";"2020/06/26";"2020";"26";0;0;0;0;"Germany";"AgeGender"
"1628";"Schleswig-Holstein";"15";"34";"Germany";"2020/06/26";"2020";"26";0;0;0;0;"Germany";"AgeGender"
"1629";"Schleswig-Holstein";"5";"14";"Germany";"2020/06/26";"2020";"26";0;0;0;0;"Germany";"AgeGender"
"1630";"Schleswig-Holstein";NA;NA;"Germany";"2020/06/26";"2020";"26";0;0;0;0;"Germany";"AgeGender"
"1631";"Schleswig-Holstein";"0";"4";"Germany";"2020/06/26";"2020";"26";0;0;0;0;"Germany";"AgeGender"
"1632";"Schleswig-Holstein";"60";"79";"Germany";"2020/07/31";"2020";"31";0;0;0;0;"Germany";"AgeGender"
"1633";"Schleswig-Holstein";"80";NA;"Germany";"2020/07/31";"2020";"31";0;0;0;0;"Germany";"AgeGender"
"1634";"Schleswig-Holstein";"35";"59";"Germany";"2020/07/31";"2020";"31";0;0;0;0;"Germany";"AgeGender"
"1635";"Schleswig-Holstein";"15";"34";"Germany";"2020/07/31";"2020";"31";0;0;0;0;"Germany";"AgeGender"
"1636";"Schleswig-Holstein";"5";"14";"Germany";"2020/07/31";"2020";"31";0;0;0;0;"Germany";"AgeGender"
"1637";"Schleswig-Holstein";NA;NA;"Germany";"2020/07/31";"2020";"31";0;0;0;0;"Germany";"AgeGender"
"1638";"Schleswig-Holstein";"0";"4";"Germany";"2020/07/31";"2020";"31";0;0;0;0;"Germany";"AgeGender"
"1639";"Schleswig-Holstein";"60";"79";"Germany";"2020/06/29";"2020";"27";0;0;0;0;"Germany";"AgeGender"
"1640";"Schleswig-Holstein";"80";NA;"Germany";"2020/06/29";"2020";"27";0;0;0;0;"Germany";"AgeGender"
"1641";"Schleswig-Holstein";"35";"59";"Germany";"2020/06/29";"2020";"27";0;0;0;0;"Germany";"AgeGender"
"1642";"Schleswig-Holstein";"15";"34";"Germany";"2020/06/29";"2020";"27";0;0;0;0;"Germany";"AgeGender"
"1643";"Schleswig-Holstein";"5";"14";"Germany";"2020/06/29";"2020";"27";0;0;0;0;"Germany";"AgeGender"
"1644";"Schleswig-Holstein";NA;NA;"Germany";"2020/06/29";"2020";"27";0;0;0;0;"Germany";"AgeGender"
"1645";"Schleswig-Holstein";"0";"4";"Germany";"2020/06/29";"2020";"27";0;0;0;0;"Germany";"AgeGender"
"1646";"Schleswig-Holstein";"60";"79";"Germany";"2021/02/20";"2021";"07";0;0;0;0;"Germany";"AgeGender"
"1647";"Schleswig-Holstein";"80";NA;"Germany";"2021/02/20";"2021";"07";0;0;0;0;"Germany";"AgeGender"
"1648";"Schleswig-Holstein";"35";"59";"Germany";"2021/02/20";"2021";"07";0;0;0;0;"Germany";"AgeGender"
"1649";"Schleswig-Holstein";"15";"34";"Germany";"2021/02/20";"2021";"07";0;0;0;0;"Germany";"AgeGender"
"1650";"Schleswig-Holstein";"5";"14";"Germany";"2021/02/20";"2021";"07";0;0;0;0;"Germany";"AgeGender"
"1651";"Schleswig-Holstein";NA;NA;"Germany";"2021/02/20";"2021";"07";0;0;0;0;"Germany";"AgeGender"
"1652";"Schleswig-Holstein";"0";"4";"Germany";"2021/02/20";"2021";"07";0;0;0;0;"Germany";"AgeGender"
"1653";"Schleswig-Holstein";"60";"79";"Germany";"2020/09/29";"2020";"40";0;0;0;0;"Germany";"AgeGender"
"1654";"Schleswig-Holstein";"80";NA;"Germany";"2020/09/29";"2020";"40";0;0;0;0;"Germany";"AgeGender"
"1655";"Schleswig-Holstein";"35";"59";"Germany";"2020/09/29";"2020";"40";0;0;0;0;"Germany";"AgeGender"
"1656";"Schleswig-Holstein";"15";"34";"Germany";"2020/09/29";"2020";"40";0;0;0;0;"Germany";"AgeGender"
"1657";"Schleswig-Holstein";"5";"14";"Germany";"2020/09/29";"2020";"40";0;0;0;0;"Germany";"AgeGender"
"1658";"Schleswig-Holstein";NA;NA;"Germany";"2020/09/29";"2020";"40";0;0;0;0;"Germany";"AgeGender"
"1659";"Schleswig-Holstein";"0";"4";"Germany";"2020/09/29";"2020";"40";0;0;0;0;"Germany";"AgeGender"
"1660";"Schleswig-Holstein";"60";"79";"Germany";"2020/05/09";"2020";"19";0;0;0;0;"Germany";"AgeGender"
"1661";"Schleswig-Holstein";"80";NA;"Germany";"2020/05/09";"2020";"19";0;0;0;0;"Germany";"AgeGender"
"1662";"Schleswig-Holstein";"35";"59";"Germany";"2020/05/09";"2020";"19";0;0;0;0;"Germany";"AgeGender"
"1663";"Schleswig-Holstein";"15";"34";"Germany";"2020/05/09";"2020";"19";0;0;0;0;"Germany";"AgeGender"
"1664";"Schleswig-Holstein";"5";"14";"Germany";"2020/05/09";"2020";"19";0;0;0;0;"Germany";"AgeGender"
"1665";"Schleswig-Holstein";NA;NA;"Germany";"2020/05/09";"2020";"19";0;0;0;0;"Germany";"AgeGender"
"1666";"Schleswig-Holstein";"0";"4";"Germany";"2020/05/09";"2020";"19";0;0;0;0;"Germany";"AgeGender"
"1667";"Schleswig-Holstein";"60";"79";"Germany";"2020/05/23";"2020";"21";0;0;0;0;"Germany";"AgeGender"
"1668";"Schleswig-Holstein";"80";NA;"Germany";"2020/05/23";"2020";"21";0;0;0;0;"Germany";"AgeGender"
"1669";"Schleswig-Holstein";"35";"59";"Germany";"2020/05/23";"2020";"21";0;0;0;0;"Germany";"AgeGender"
"1670";"Schleswig-Holstein";"15";"34";"Germany";"2020/05/23";"2020";"21";0;0;0;0;"Germany";"AgeGender"
"1671";"Schleswig-Holstein";"5";"14";"Germany";"2020/05/23";"2020";"21";0;0;0;0;"Germany";"AgeGender"
"1672";"Schleswig-Holstein";NA;NA;"Germany";"2020/05/23";"2020";"21";0;0;0;0;"Germany";"AgeGender"
"1673";"Schleswig-Holstein";"0";"4";"Germany";"2020/05/23";"2020";"21";0;0;0;0;"Germany";"AgeGender"
"1674";"Schleswig-Holstein";"60";"79";"Germany";"2020/05/31";"2020";"22";0;0;0;0;"Germany";"AgeGender"
"1675";"Schleswig-Holstein";"80";NA;"Germany";"2020/05/31";"2020";"22";0;0;0;0;"Germany";"AgeGender"
"1676";"Schleswig-Holstein";"35";"59";"Germany";"2020/05/31";"2020";"22";0;0;0;0;"Germany";"AgeGender"
"1677";"Schleswig-Holstein";"15";"34";"Germany";"2020/05/31";"2020";"22";0;0;0;0;"Germany";"AgeGender"
"1678";"Schleswig-Holstein";"5";"14";"Germany";"2020/05/31";"2020";"22";0;0;0;0;"Germany";"AgeGender"
"1679";"Schleswig-Holstein";NA;NA;"Germany";"2020/05/31";"2020";"22";0;0;0;0;"Germany";"AgeGender"
"1680";"Schleswig-Holstein";"0";"4";"Germany";"2020/05/31";"2020";"22";0;0;0;0;"Germany";"AgeGender"
"1681";"Schleswig-Holstein";"60";"79";"Germany";"2020/09/06";"2020";"36";0;0;0;0;"Germany";"AgeGender"
"1682";"Schleswig-Holstein";"80";NA;"Germany";"2020/09/06";"2020";"36";0;0;0;0;"Germany";"AgeGender"
"1683";"Schleswig-Holstein";"35";"59";"Germany";"2020/09/06";"2020";"36";0;0;0;0;"Germany";"AgeGender"
"1684";"Schleswig-Holstein";"15";"34";"Germany";"2020/09/06";"2020";"36";0;0;0;0;"Germany";"AgeGender"
"1685";"Schleswig-Holstein";"5";"14";"Germany";"2020/09/06";"2020";"36";0;0;0;0;"Germany";"AgeGender"
"1686";"Schleswig-Holstein";NA;NA;"Germany";"2020/09/06";"2020";"36";0;0;0;0;"Germany";"AgeGender"
"1687";"Schleswig-Holstein";"0";"4";"Germany";"2020/09/06";"2020";"36";0;0;0;0;"Germany";"AgeGender"
"1688";"Schleswig-Holstein";"60";"79";"Germany";"2020/09/11";"2020";"37";0;0;0;0;"Germany";"AgeGender"
"1689";"Schleswig-Holstein";"80";NA;"Germany";"2020/09/11";"2020";"37";0;0;0;0;"Germany";"AgeGender"
"1690";"Schleswig-Holstein";"35";"59";"Germany";"2020/09/11";"2020";"37";0;0;0;0;"Germany";"AgeGender"
"1691";"Schleswig-Holstein";"15";"34";"Germany";"2020/09/11";"2020";"37";0;0;0;0;"Germany";"AgeGender"
"1692";"Schleswig-Holstein";"5";"14";"Germany";"2020/09/11";"2020";"37";0;0;0;0;"Germany";"AgeGender"
"1693";"Schleswig-Holstein";NA;NA;"Germany";"2020/09/11";"2020";"37";0;0;0;0;"Germany";"AgeGender"
"1694";"Schleswig-Holstein";"0";"4";"Germany";"2020/09/11";"2020";"37";0;0;0;0;"Germany";"AgeGender"
"1695";"Schleswig-Holstein";"60";"79";"Germany";"2020/10/11";"2020";"41";0;0;0;0;"Germany";"AgeGender"
"1696";"Schleswig-Holstein";"80";NA;"Germany";"2020/10/11";"2020";"41";0;0;0;0;"Germany";"AgeGender"
"1697";"Schleswig-Holstein";"35";"59";"Germany";"2020/10/11";"2020";"41";0;0;0;0;"Germany";"AgeGender"
"1698";"Schleswig-Holstein";"15";"34";"Germany";"2020/10/11";"2020";"41";0;0;0;0;"Germany";"AgeGender"
"1699";"Schleswig-Holstein";"5";"14";"Germany";"2020/10/11";"2020";"41";0;0;0;0;"Germany";"AgeGender"
"1700";"Schleswig-Holstein";NA;NA;"Germany";"2020/10/11";"2020";"41";0;0;0;0;"Germany";"AgeGender"
"1701";"Schleswig-Holstein";"0";"4";"Germany";"2020/10/11";"2020";"41";0;0;0;0;"Germany";"AgeGender"
"1702";"Schleswig-Holstein";"60";"79";"Germany";"2020/06/17";"2020";"25";0;0;0;0;"Germany";"AgeGender"
"1703";"Schleswig-Holstein";"80";NA;"Germany";"2020/06/17";"2020";"25";0;0;0;0;"Germany";"AgeGender"
"1704";"Schleswig-Holstein";"35";"59";"Germany";"2020/06/17";"2020";"25";0;0;0;0;"Germany";"AgeGender"
"1705";"Schleswig-Holstein";"15";"34";"Germany";"2020/06/17";"2020";"25";0;0;0;0;"Germany";"AgeGender"
"1706";"Schleswig-Holstein";"5";"14";"Germany";"2020/06/17";"2020";"25";0;0;0;0;"Germany";"AgeGender"
"1707";"Schleswig-Holstein";NA;NA;"Germany";"2020/06/17";"2020";"25";0;0;0;0;"Germany";"AgeGender"
"1708";"Schleswig-Holstein";"0";"4";"Germany";"2020/06/17";"2020";"25";0;0;0;0;"Germany";"AgeGender"
"1709";"Schleswig-Holstein";"60";"79";"Germany";"2020/06/02";"2020";"23";0;0;0;0;"Germany";"AgeGender"
"1710";"Schleswig-Holstein";"80";NA;"Germany";"2020/06/02";"2020";"23";0;0;0;0;"Germany";"AgeGender"
"1711";"Schleswig-Holstein";"35";"59";"Germany";"2020/06/02";"2020";"23";0;0;0;0;"Germany";"AgeGender"
"1712";"Schleswig-Holstein";"15";"34";"Germany";"2020/06/02";"2020";"23";0;0;0;0;"Germany";"AgeGender"
"1713";"Schleswig-Holstein";"5";"14";"Germany";"2020/06/02";"2020";"23";0;0;0;0;"Germany";"AgeGender"
"1714";"Schleswig-Holstein";NA;NA;"Germany";"2020/06/02";"2020";"23";0;0;0;0;"Germany";"AgeGender"
"1715";"Schleswig-Holstein";"0";"4";"Germany";"2020/06/02";"2020";"23";0;0;0;0;"Germany";"AgeGender"
"1716";"Schleswig-Holstein";"60";"79";"Germany";"2020/06/18";"2020";"25";0;0;0;0;"Germany";"AgeGender"
"1717";"Schleswig-Holstein";"80";NA;"Germany";"2020/06/18";"2020";"25";0;0;0;0;"Germany";"AgeGender"
"1718";"Schleswig-Holstein";"35";"59";"Germany";"2020/06/18";"2020";"25";0;0;0;0;"Germany";"AgeGender"
"1719";"Schleswig-Holstein";"15";"34";"Germany";"2020/06/18";"2020";"25";0;0;0;0;"Germany";"AgeGender"
"1720";"Schleswig-Holstein";"5";"14";"Germany";"2020/06/18";"2020";"25";0;0;0;0;"Germany";"AgeGender"
"1721";"Schleswig-Holstein";NA;NA;"Germany";"2020/06/18";"2020";"25";0;0;0;0;"Germany";"AgeGender"
"1722";"Schleswig-Holstein";"0";"4";"Germany";"2020/06/18";"2020";"25";0;0;0;0;"Germany";"AgeGender"
"1723";"Schleswig-Holstein";"60";"79";"Germany";"2020/06/23";"2020";"26";0;0;0;0;"Germany";"AgeGender"
"1724";"Schleswig-Holstein";"80";NA;"Germany";"2020/06/23";"2020";"26";0;0;0;0;"Germany";"AgeGender"
"1725";"Schleswig-Holstein";"35";"59";"Germany";"2020/06/23";"2020";"26";0;0;0;0;"Germany";"AgeGender"
"1726";"Schleswig-Holstein";"15";"34";"Germany";"2020/06/23";"2020";"26";0;0;0;0;"Germany";"AgeGender"
"1727";"Schleswig-Holstein";"5";"14";"Germany";"2020/06/23";"2020";"26";0;0;0;0;"Germany";"AgeGender"
"1728";"Schleswig-Holstein";NA;NA;"Germany";"2020/06/23";"2020";"26";0;0;0;0;"Germany";"AgeGender"
"1729";"Schleswig-Holstein";"0";"4";"Germany";"2020/06/23";"2020";"26";0;0;0;0;"Germany";"AgeGender"
"1730";"Schleswig-Holstein";"60";"79";"Germany";"2020/09/08";"2020";"37";0;0;0;0;"Germany";"AgeGender"
"1731";"Schleswig-Holstein";"80";NA;"Germany";"2020/09/08";"2020";"37";0;0;0;0;"Germany";"AgeGender"
"1732";"Schleswig-Holstein";"35";"59";"Germany";"2020/09/08";"2020";"37";0;0;0;0;"Germany";"AgeGender"
