"";"AgeGrp_min";"AgeGrp_max";"NUTS";"date";"Year";"WeekNo";"male_covid_death";"female_covid_death";"NC_covid_death";"total_covid_death";"country";"type"
"199";"75";"84";"Belgium";"2020-04-07";"2020";"15";48;46;0;94;"Belgium";"AgeGender"
"200";"25";"44";"Belgium";"2020-04-07";"2020";"15";2;1;0;3;"Belgium";"AgeGender"
"201";"45";"64";"Belgium";"2020-04-07";"2020";"15";7;5;0;12;"Belgium";"AgeGender"
"202";"0";"24";"Belgium";"2020-04-07";"2020";"15";0;0;0;0;"Belgium";"AgeGender"
"203";NA;NA;"Belgium";"2020-04-07";"2020";"15";0;0;0;0;"Belgium";"AgeGender"
"204";"80";NA;"Belgium";"2020-04-08";"2020";"15";68;111;0;179;"Belgium";"AgeGender"
"205";"65";"74";"Belgium";"2020-04-08";"2020";"15";18;13;0;31;"Belgium";"AgeGender"
"206";"75";"84";"Belgium";"2020-04-08";"2020";"15";42;57;0;99;"Belgium";"AgeGender"
"207";"25";"44";"Belgium";"2020-04-08";"2020";"15";1;0;0;1;"Belgium";"AgeGender"
"208";"45";"64";"Belgium";"2020-04-08";"2020";"15";6;6;0;12;"Belgium";"AgeGender"
"209";"0";"24";"Belgium";"2020-04-08";"2020";"15";0;0;0;0;"Belgium";"AgeGender"
"210";NA;NA;"Belgium";"2020-04-08";"2020";"15";0;0;0;0;"Belgium";"AgeGender"
"211";"80";NA;"Belgium";"2020-04-09";"2020";"15";52;101;0;153;"Belgium";"AgeGender"
"212";"65";"74";"Belgium";"2020-04-09";"2020";"15";16;10;0;26;"Belgium";"AgeGender"
"213";"75";"84";"Belgium";"2020-04-09";"2020";"15";48;33;0;81;"Belgium";"AgeGender"
"214";"25";"44";"Belgium";"2020-04-09";"2020";"15";0;1;0;1;"Belgium";"AgeGender"
"215";"45";"64";"Belgium";"2020-04-09";"2020";"15";7;5;0;12;"Belgium";"AgeGender"
"216";"0";"24";"Belgium";"2020-04-09";"2020";"15";0;0;0;0;"Belgium";"AgeGender"
"217";NA;NA;"Belgium";"2020-04-09";"2020";"15";0;0;0;0;"Belgium";"AgeGender"
"218";"80";NA;"Belgium";"2020-04-10";"2020";"15";68;97;0;165;"Belgium";"AgeGender"
"219";"65";"74";"Belgium";"2020-04-10";"2020";"15";13;13;0;26;"Belgium";"AgeGender"
"220";"75";"84";"Belgium";"2020-04-10";"2020";"15";51;48;0;99;"Belgium";"AgeGender"
"221";"25";"44";"Belgium";"2020-04-10";"2020";"15";0;0;0;0;"Belgium";"AgeGender"
"222";"45";"64";"Belgium";"2020-04-10";"2020";"15";8;3;0;11;"Belgium";"AgeGender"
"223";"0";"24";"Belgium";"2020-04-10";"2020";"15";0;0;0;0;"Belgium";"AgeGender"
"224";NA;NA;"Belgium";"2020-04-10";"2020";"15";0;0;0;0;"Belgium";"AgeGender"
"225";"80";NA;"Belgium";"2020-04-11";"2020";"15";62;102;0;164;"Belgium";"AgeGender"
"226";"65";"74";"Belgium";"2020-04-11";"2020";"15";14;13;0;27;"Belgium";"AgeGender"
"227";"75";"84";"Belgium";"2020-04-11";"2020";"15";40;35;0;75;"Belgium";"AgeGender"
"228";"25";"44";"Belgium";"2020-04-11";"2020";"15";0;0;0;0;"Belgium";"AgeGender"
"229";"45";"64";"Belgium";"2020-04-11";"2020";"15";9;7;0;16;"Belgium";"AgeGender"
"230";"0";"24";"Belgium";"2020-04-11";"2020";"15";0;0;0;0;"Belgium";"AgeGender"
"231";NA;NA;"Belgium";"2020-04-11";"2020";"15";0;0;0;0;"Belgium";"AgeGender"
"232";"80";NA;"Belgium";"2020-04-12";"2020";"15";60;81;0;141;"Belgium";"AgeGender"
"233";"65";"74";"Belgium";"2020-04-12";"2020";"15";21;4;0;25;"Belgium";"AgeGender"
"234";"75";"84";"Belgium";"2020-04-12";"2020";"15";45;36;0;81;"Belgium";"AgeGender"
"235";"25";"44";"Belgium";"2020-04-12";"2020";"15";1;0;0;1;"Belgium";"AgeGender"
"236";"45";"64";"Belgium";"2020-04-12";"2020";"15";11;7;0;18;"Belgium";"AgeGender"
"237";"0";"24";"Belgium";"2020-04-12";"2020";"15";0;0;0;0;"Belgium";"AgeGender"
"238";NA;NA;"Belgium";"2020-04-12";"2020";"15";0;0;0;0;"Belgium";"AgeGender"
"239";"80";NA;"Belgium";"2020-04-13";"2020";"16";62;89;0;151;"Belgium";"AgeGender"
"240";"65";"74";"Belgium";"2020-04-13";"2020";"16";19;7;0;26;"Belgium";"AgeGender"
"241";"75";"84";"Belgium";"2020-04-13";"2020";"16";38;44;0;82;"Belgium";"AgeGender"
"242";"25";"44";"Belgium";"2020-04-13";"2020";"16";1;0;0;1;"Belgium";"AgeGender"
"243";"45";"64";"Belgium";"2020-04-13";"2020";"16";11;6;0;17;"Belgium";"AgeGender"
"244";"0";"24";"Belgium";"2020-04-13";"2020";"16";0;0;0;0;"Belgium";"AgeGender"
"245";NA;NA;"Belgium";"2020-04-13";"2020";"16";0;0;0;0;"Belgium";"AgeGender"
"246";"80";NA;"Belgium";"2020-04-14";"2020";"16";52;88;0;140;"Belgium";"AgeGender"
"247";"65";"74";"Belgium";"2020-04-14";"2020";"16";10;9;0;19;"Belgium";"AgeGender"
"248";"75";"84";"Belgium";"2020-04-14";"2020";"16";53;36;0;89;"Belgium";"AgeGender"
"249";"25";"44";"Belgium";"2020-04-14";"2020";"16";1;0;0;1;"Belgium";"AgeGender"
"250";"45";"64";"Belgium";"2020-04-14";"2020";"16";6;6;0;12;"Belgium";"AgeGender"
"251";"0";"24";"Belgium";"2020-04-14";"2020";"16";0;0;0;0;"Belgium";"AgeGender"
"252";NA;NA;"Belgium";"2020-04-14";"2020";"16";0;0;0;0;"Belgium";"AgeGender"
"253";"80";NA;"Belgium";"2020-04-15";"2020";"16";75;93;0;168;"Belgium";"AgeGender"
"254";"65";"74";"Belgium";"2020-04-15";"2020";"16";14;17;0;31;"Belgium";"AgeGender"
"255";"75";"84";"Belgium";"2020-04-15";"2020";"16";39;26;0;65;"Belgium";"AgeGender"
"256";"25";"44";"Belgium";"2020-04-15";"2020";"16";0;0;0;0;"Belgium";"AgeGender"
"257";"45";"64";"Belgium";"2020-04-15";"2020";"16";13;2;0;15;"Belgium";"AgeGender"
"258";"0";"24";"Belgium";"2020-04-15";"2020";"16";0;0;0;0;"Belgium";"AgeGender"
"259";NA;NA;"Belgium";"2020-04-15";"2020";"16";0;0;0;0;"Belgium";"AgeGender"
"260";"80";NA;"Belgium";"2020-04-16";"2020";"16";57;83;1;141;"Belgium";"AgeGender"
"261";"65";"74";"Belgium";"2020-04-16";"2020";"16";15;10;0;25;"Belgium";"AgeGender"
"262";"75";"84";"Belgium";"2020-04-16";"2020";"16";36;36;0;72;"Belgium";"AgeGender"
