"";"AgeGrp_min";"AgeGrp_max";"NUTS";"date";"Year";"WeekNo";"male_covid_death";"female_covid_death";"NC_covid_death";"total_covid_death";"country";"type"
"664";NA;NA;"Germany";"2021-01-03";"2021";"53";0;0;0;0;"Germany";"AgeGender"
"665";NA;NA;"Germany";"2021-01-03";"2021";"53";0;0;0;0;"Germany";"AgeGender"
"666";"60";"79";"Germany";"2021-02-05";"2021";"05";45;23;0;68;"Germany";"AgeGender"
"667";"80";NA;"Germany";"2021-02-05";"2021";"05";99;100;0;199;"Germany";"AgeGender"
"668";"35";"59";"Germany";"2021-02-05";"2021";"05";8;3;0;11;"Germany";"AgeGender"
"669";"15";"34";"Germany";"2021-02-05";"2021";"05";0;0;0;0;"Germany";"AgeGender"
"670";"0";"4";"Germany";"2021-02-05";"2021";"05";0;0;0;0;"Germany";"AgeGender"
"671";NA;NA;"Germany";"2021-02-05";"2021";"05";0;0;0;0;"Germany";"AgeGender"
"672";NA;NA;"Germany";"2021-02-05";"2021";"05";0;0;0;0;"Germany";"AgeGender"
"673";"60";"79";"Germany";"2021-02-11";"2021";"06";45;35;1;81;"Germany";"AgeGender"
"674";"80";NA;"Germany";"2021-02-11";"2021";"06";89;96;1;186;"Germany";"AgeGender"
"675";"35";"59";"Germany";"2021-02-11";"2021";"06";8;3;0;11;"Germany";"AgeGender"
"676";"15";"34";"Germany";"2021-02-11";"2021";"06";0;0;0;0;"Germany";"AgeGender"
"677";"0";"4";"Germany";"2021-02-11";"2021";"06";0;0;0;0;"Germany";"AgeGender"
"678";NA;NA;"Germany";"2021-02-11";"2021";"06";0;0;0;0;"Germany";"AgeGender"
"679";NA;NA;"Germany";"2021-02-11";"2021";"06";0;0;0;0;"Germany";"AgeGender"
"680";"60";"79";"Germany";"2021-02-15";"2021";"07";42;23;0;65;"Germany";"AgeGender"
"681";"80";NA;"Germany";"2021-02-15";"2021";"07";50;50;1;101;"Germany";"AgeGender"
"682";"35";"59";"Germany";"2021-02-15";"2021";"07";2;6;0;8;"Germany";"AgeGender"
"683";"15";"34";"Germany";"2021-02-15";"2021";"07";1;0;0;1;"Germany";"AgeGender"
"684";"0";"4";"Germany";"2021-02-15";"2021";"07";0;0;0;0;"Germany";"AgeGender"
"685";NA;NA;"Germany";"2021-02-15";"2021";"07";0;0;0;0;"Germany";"AgeGender"
"686";NA;NA;"Germany";"2021-02-15";"2021";"07";0;0;0;0;"Germany";"AgeGender"
"687";"60";"79";"Germany";"2020-10-25";"2020";"43";22;12;1;35;"Germany";"AgeGender"
"688";"80";NA;"Germany";"2020-10-25";"2020";"43";33;45;0;78;"Germany";"AgeGender"
"689";"35";"59";"Germany";"2020-10-25";"2020";"43";6;2;0;8;"Germany";"AgeGender"
"690";"15";"34";"Germany";"2020-10-25";"2020";"43";0;0;0;0;"Germany";"AgeGender"
"691";"0";"4";"Germany";"2020-10-25";"2020";"43";0;0;0;0;"Germany";"AgeGender"
"692";NA;NA;"Germany";"2020-10-25";"2020";"43";1;0;0;1;"Germany";"AgeGender"
"693";NA;NA;"Germany";"2020-10-25";"2020";"43";0;0;0;0;"Germany";"AgeGender"
"694";"60";"79";"Germany";"2020-12-04";"2020";"49";123;69;0;192;"Germany";"AgeGender"
"695";"80";NA;"Germany";"2020-12-04";"2020";"49";249;322;1;572;"Germany";"AgeGender"
"696";"35";"59";"Germany";"2020-12-04";"2020";"49";16;13;0;29;"Germany";"AgeGender"
"697";"15";"34";"Germany";"2020-12-04";"2020";"49";0;1;0;1;"Germany";"AgeGender"
"698";"0";"4";"Germany";"2020-12-04";"2020";"49";0;0;0;0;"Germany";"AgeGender"
"699";NA;NA;"Germany";"2020-12-04";"2020";"49";0;0;0;0;"Germany";"AgeGender"
"700";NA;NA;"Germany";"2020-12-04";"2020";"49";0;0;0;0;"Germany";"AgeGender"
"701";"60";"79";"Germany";"2020-12-08";"2020";"50";138;71;0;209;"Germany";"AgeGender"
"702";"80";NA;"Germany";"2020-12-08";"2020";"50";270;335;1;606;"Germany";"AgeGender"
"703";"35";"59";"Germany";"2020-12-08";"2020";"50";16;6;0;22;"Germany";"AgeGender"
"704";"15";"34";"Germany";"2020-12-08";"2020";"50";0;1;0;1;"Germany";"AgeGender"
"705";"0";"4";"Germany";"2020-12-08";"2020";"50";0;0;0;0;"Germany";"AgeGender"
"706";NA;NA;"Germany";"2020-12-08";"2020";"50";0;0;0;0;"Germany";"AgeGender"
"707";NA;NA;"Germany";"2020-12-08";"2020";"50";0;0;0;0;"Germany";"AgeGender"
"708";"60";"79";"Germany";"2021-02-08";"2021";"06";47;16;1;64;"Germany";"AgeGender"
"709";"80";NA;"Germany";"2021-02-08";"2021";"06";78;74;1;153;"Germany";"AgeGender"
"710";"35";"59";"Germany";"2021-02-08";"2021";"06";2;4;0;6;"Germany";"AgeGender"
"711";"15";"34";"Germany";"2021-02-08";"2021";"06";0;0;0;0;"Germany";"AgeGender"
"712";"0";"4";"Germany";"2021-02-08";"2021";"06";0;0;0;0;"Germany";"AgeGender"
"713";NA;NA;"Germany";"2021-02-08";"2021";"06";0;0;0;0;"Germany";"AgeGender"
"714";NA;NA;"Germany";"2021-02-08";"2021";"06";0;0;0;0;"Germany";"AgeGender"
"715";"60";"79";"Germany";"2021-02-09";"2021";"06";64;18;0;82;"Germany";"AgeGender"
"716";"80";NA;"Germany";"2021-02-09";"2021";"06";93;85;1;179;"Germany";"AgeGender"
"717";"35";"59";"Germany";"2021-02-09";"2021";"06";8;2;0;10;"Germany";"AgeGender"
"718";"15";"34";"Germany";"2021-02-09";"2021";"06";0;1;0;1;"Germany";"AgeGender"
"719";"0";"4";"Germany";"2021-02-09";"2021";"06";0;0;0;0;"Germany";"AgeGender"
"720";NA;NA;"Germany";"2021-02-09";"2021";"06";0;0;0;0;"Germany";"AgeGender"
"721";NA;NA;"Germany";"2021-02-09";"2021";"06";0;0;0;0;"Germany";"AgeGender"
"722";"60";"79";"Germany";"2021-02-10";"2021";"06";52;35;0;87;"Germany";"AgeGender"
"723";"80";NA;"Germany";"2021-02-10";"2021";"06";81;99;0;180;"Germany";"AgeGender"
"724";"35";"59";"Germany";"2021-02-10";"2021";"06";11;5;0;16;"Germany";"AgeGender"
"725";"15";"34";"Germany";"2021-02-10";"2021";"06";0;0;0;0;"Germany";"AgeGender"
"726";"0";"4";"Germany";"2021-02-10";"2021";"06";0;1;0;1;"Germany";"AgeGender"
"727";NA;NA;"Germany";"2021-02-10";"2021";"06";0;0;0;0;"Germany";"AgeGender"
"728";NA;NA;"Germany";"2021-02-10";"2021";"06";0;0;0;0;"Germany";"AgeGender"
"729";"60";"79";"Germany";"2021-02-12";"2021";"06";43;18;0;61;"Germany";"AgeGender"
"730";"80";NA;"Germany";"2021-02-12";"2021";"06";61;88;1;150;"Germany";"AgeGender"
"731";"35";"59";"Germany";"2021-02-12";"2021";"06";5;7;0;12;"Germany";"AgeGender"
"732";"15";"34";"Germany";"2021-02-12";"2021";"06";0;0;0;0;"Germany";"AgeGender"
"733";"0";"4";"Germany";"2021-02-12";"2021";"06";0;0;0;0;"Germany";"AgeGender"
"734";NA;NA;"Germany";"2021-02-12";"2021";"06";1;0;0;1;"Germany";"AgeGender"
"735";NA;NA;"Germany";"2021-02-12";"2021";"06";0;0;0;0;"Germany";"AgeGender"
"736";"60";"79";"Germany";"2021-03-16";"2021";"11";16;8;0;24;"Germany";"AgeGender"
"737";"80";NA;"Germany";"2021-03-16";"2021";"11";15;16;0;31;"Germany";"AgeGender"
"738";"35";"59";"Germany";"2021-03-16";"2021";"11";6;2;0;8;"Germany";"AgeGender"
"739";"15";"34";"Germany";"2021-03-16";"2021";"11";0;0;0;0;"Germany";"AgeGender"
"740";"0";"4";"Germany";"2021-03-16";"2021";"11";0;0;0;0;"Germany";"AgeGender"
"741";NA;NA;"Germany";"2021-03-16";"2021";"11";0;0;0;0;"Germany";"AgeGender"
"742";NA;NA;"Germany";"2021-03-16";"2021";"11";0;0;0;0;"Germany";"AgeGender"
"743";"60";"79";"Germany";"2020-04-17";"2020";"16";31;14;0;45;"Germany";"AgeGender"
"744";"80";NA;"Germany";"2020-04-17";"2020";"16";55;66;0;121;"Germany";"AgeGender"
"745";"35";"59";"Germany";"2020-04-17";"2020";"16";4;4;0;8;"Germany";"AgeGender"
"746";"15";"34";"Germany";"2020-04-17";"2020";"16";1;0;0;1;"Germany";"AgeGender"
"747";"0";"4";"Germany";"2020-04-17";"2020";"16";0;0;0;0;"Germany";"AgeGender"
"748";NA;NA;"Germany";"2020-04-17";"2020";"16";0;0;0;0;"Germany";"AgeGender"
"749";NA;NA;"Germany";"2020-04-17";"2020";"16";0;0;0;0;"Germany";"AgeGender"
"750";"60";"79";"Germany";"2020-11-25";"2020";"48";89;47;0;136;"Germany";"AgeGender"
"751";"80";NA;"Germany";"2020-11-25";"2020";"48";172;238;0;410;"Germany";"AgeGender"
"752";"35";"59";"Germany";"2020-11-25";"2020";"48";15;5;0;20;"Germany";"AgeGender"
"753";"15";"34";"Germany";"2020-11-25";"2020";"48";0;0;0;0;"Germany";"AgeGender"
"754";"0";"4";"Germany";"2020-11-25";"2020";"48";1;0;0;1;"Germany";"AgeGender"
"755";NA;NA;"Germany";"2020-11-25";"2020";"48";0;1;0;1;"Germany";"AgeGender"
"756";NA;NA;"Germany";"2020-11-25";"2020";"48";0;0;0;0;"Germany";"AgeGender"
"757";"60";"79";"Germany";"2020-06-12";"2020";"24";1;1;0;2;"Germany";"AgeGender"
"758";"80";NA;"Germany";"2020-06-12";"2020";"24";3;5;0;8;"Germany";"AgeGender"
"759";"35";"59";"Germany";"2020-06-12";"2020";"24";1;0;0;1;"Germany";"AgeGender"
"760";"15";"34";"Germany";"2020-06-12";"2020";"24";0;0;0;0;"Germany";"AgeGender"
"761";"0";"4";"Germany";"2020-06-12";"2020";"24";0;0;0;0;"Germany";"AgeGender"
"762";NA;NA;"Germany";"2020-06-12";"2020";"24";0;0;0;0;"Germany";"AgeGender"
"763";NA;NA;"Germany";"2020-06-12";"2020";"24";0;0;0;0;"Germany";"AgeGender"
"764";"60";"79";"Germany";"2020-07-24";"2020";"30";5;0;0;5;"Germany";"AgeGender"
"765";"80";NA;"Germany";"2020-07-24";"2020";"30";1;3;0;4;"Germany";"AgeGender"
"766";"35";"59";"Germany";"2020-07-24";"2020";"30";1;0;0;1;"Germany";"AgeGender"
"767";"15";"34";"Germany";"2020-07-24";"2020";"30";0;0;0;0;"Germany";"AgeGender"
"768";"0";"4";"Germany";"2020-07-24";"2020";"30";0;0;0;0;"Germany";"AgeGender"
"769";NA;NA;"Germany";"2020-07-24";"2020";"30";0;0;0;0;"Germany";"AgeGender"
"770";NA;NA;"Germany";"2020-07-24";"2020";"30";0;0;0;0;"Germany";"AgeGender"
"771";"60";"79";"Germany";"2020-10-20";"2020";"43";33;9;0;42;"Germany";"AgeGender"
"772";"80";NA;"Germany";"2020-10-20";"2020";"43";43;36;0;79;"Germany";"AgeGender"
"773";"35";"59";"Germany";"2020-10-20";"2020";"43";6;1;0;7;"Germany";"AgeGender"
"774";"15";"34";"Germany";"2020-10-20";"2020";"43";0;0;0;0;"Germany";"AgeGender"
"775";"0";"4";"Germany";"2020-10-20";"2020";"43";0;0;0;0;"Germany";"AgeGender"
"776";NA;NA;"Germany";"2020-10-20";"2020";"43";0;0;0;0;"Germany";"AgeGender"
"777";NA;NA;"Germany";"2020-10-20";"2020";"43";0;0;0;0;"Germany";"AgeGender"
"778";"60";"79";"Germany";"2020-10-15";"2020";"42";13;3;0;16;"Germany";"AgeGender"
"779";"80";NA;"Germany";"2020-10-15";"2020";"42";28;28;0;56;"Germany";"AgeGender"
"780";"35";"59";"Germany";"2020-10-15";"2020";"42";6;1;0;7;"Germany";"AgeGender"
"781";"15";"34";"Germany";"2020-10-15";"2020";"42";0;0;0;0;"Germany";"AgeGender"
"782";"0";"4";"Germany";"2020-10-15";"2020";"42";0;0;0;0;"Germany";"AgeGender"
"783";NA;NA;"Germany";"2020-10-15";"2020";"42";0;0;0;0;"Germany";"AgeGender"
"784";NA;NA;"Germany";"2020-10-15";"2020";"42";0;1;0;1;"Germany";"AgeGender"
"785";"60";"79";"Germany";"2020-03-12";"2020";"11";4;0;0;4;"Germany";"AgeGender"
"786";"80";NA;"Germany";"2020-03-12";"2020";"11";4;2;0;6;"Germany";"AgeGender"
"787";"35";"59";"Germany";"2020-03-12";"2020";"11";3;0;0;3;"Germany";"AgeGender"
"788";"15";"34";"Germany";"2020-03-12";"2020";"11";0;0;0;0;"Germany";"AgeGender"
"789";"0";"4";"Germany";"2020-03-12";"2020";"11";0;0;0;0;"Germany";"AgeGender"
"790";NA;NA;"Germany";"2020-03-12";"2020";"11";0;0;0;0;"Germany";"AgeGender"
"791";NA;NA;"Germany";"2020-03-12";"2020";"11";0;0;0;0;"Germany";"AgeGender"
"792";"60";"79";"Germany";"2020-12-16";"2020";"51";170;96;1;267;"Germany";"AgeGender"
"793";"80";NA;"Germany";"2020-12-16";"2020";"51";343;388;2;733;"Germany";"AgeGender"
"794";"35";"59";"Germany";"2020-12-16";"2020";"51";20;12;0;32;"Germany";"AgeGender"
"795";"15";"34";"Germany";"2020-12-16";"2020";"51";0;0;0;0;"Germany";"AgeGender"
"796";"0";"4";"Germany";"2020-12-16";"2020";"51";0;0;0;0;"Germany";"AgeGender"
"797";NA;NA;"Germany";"2020-12-16";"2020";"51";0;0;0;0;"Germany";"AgeGender"
"798";NA;NA;"Germany";"2020-12-16";"2020";"51";0;1;0;1;"Germany";"AgeGender"
"799";"60";"79";"Germany";"2020-12-28";"2020";"53";151;73;0;224;"Germany";"AgeGender"
"800";"80";NA;"Germany";"2020-12-28";"2020";"53";280;324;2;606;"Germany";"AgeGender"
"801";"35";"59";"Germany";"2020-12-28";"2020";"53";15;10;0;25;"Germany";"AgeGender"
"802";"15";"34";"Germany";"2020-12-28";"2020";"53";1;0;0;1;"Germany";"AgeGender"
"803";"0";"4";"Germany";"2020-12-28";"2020";"53";0;0;0;0;"Germany";"AgeGender"
"804";NA;NA;"Germany";"2020-12-28";"2020";"53";0;0;0;0;"Germany";"AgeGender"
"805";NA;NA;"Germany";"2020-12-28";"2020";"53";0;0;0;0;"Germany";"AgeGender"
"806";"60";"79";"Germany";"2020-04-28";"2020";"18";16;10;0;26;"Germany";"AgeGender"
"807";"80";NA;"Germany";"2020-04-28";"2020";"18";29;24;0;53;"Germany";"AgeGender"
"808";"35";"59";"Germany";"2020-04-28";"2020";"18";1;1;0;2;"Germany";"AgeGender"
"809";"15";"34";"Germany";"2020-04-28";"2020";"18";1;0;0;1;"Germany";"AgeGender"
"810";"0";"4";"Germany";"2020-04-28";"2020";"18";0;0;0;0;"Germany";"AgeGender"
"811";NA;NA;"Germany";"2020-04-28";"2020";"18";0;0;0;0;"Germany";"AgeGender"
"812";NA;NA;"Germany";"2020-04-28";"2020";"18";0;0;0;0;"Germany";"AgeGender"
"813";"60";"79";"Germany";"2020-10-16";"2020";"42";18;4;0;22;"Germany";"AgeGender"
"814";"80";NA;"Germany";"2020-10-16";"2020";"42";30;32;0;62;"Germany";"AgeGender"
"815";"35";"59";"Germany";"2020-10-16";"2020";"42";2;1;0;3;"Germany";"AgeGender"
"816";"15";"34";"Germany";"2020-10-16";"2020";"42";0;0;0;0;"Germany";"AgeGender"
"817";"0";"4";"Germany";"2020-10-16";"2020";"42";0;0;0;0;"Germany";"AgeGender"
"818";NA;NA;"Germany";"2020-10-16";"2020";"42";0;0;0;0;"Germany";"AgeGender"
"819";NA;NA;"Germany";"2020-10-16";"2020";"42";0;0;0;0;"Germany";"AgeGender"
"820";"60";"79";"Germany";"2020-11-02";"2020";"45";59;23;1;83;"Germany";"AgeGender"
"821";"80";NA;"Germany";"2020-11-02";"2020";"45";86;91;0;177;"Germany";"AgeGender"
"822";"35";"59";"Germany";"2020-11-02";"2020";"45";13;3;0;16;"Germany";"AgeGender"
"823";"15";"34";"Germany";"2020-11-02";"2020";"45";0;0;0;0;"Germany";"AgeGender"
"824";"0";"4";"Germany";"2020-11-02";"2020";"45";0;0;0;0;"Germany";"AgeGender"
"825";NA;NA;"Germany";"2020-11-02";"2020";"45";0;1;0;1;"Germany";"AgeGender"
"826";NA;NA;"Germany";"2020-11-02";"2020";"45";0;0;0;0;"Germany";"AgeGender"
"827";"60";"79";"Germany";"2020-12-26";"2020";"52";118;44;0;162;"Germany";"AgeGender"
"828";"80";NA;"Germany";"2020-12-26";"2020";"52";166;230;1;397;"Germany";"AgeGender"
"829";"35";"59";"Germany";"2020-12-26";"2020";"52";9;6;0;15;"Germany";"AgeGender"
"830";"15";"34";"Germany";"2020-12-26";"2020";"52";1;0;0;1;"Germany";"AgeGender"
"831";"0";"4";"Germany";"2020-12-26";"2020";"52";0;0;0;0;"Germany";"AgeGender"
"832";NA;NA;"Germany";"2020-12-26";"2020";"52";0;0;0;0;"Germany";"AgeGender"
"833";NA;NA;"Germany";"2020-12-26";"2020";"52";0;0;0;0;"Germany";"AgeGender"
"834";"60";"79";"Germany";"2021-03-09";"2021";"10";23;10;1;34;"Germany";"AgeGender"
"835";"80";NA;"Germany";"2021-03-09";"2021";"10";31;37;0;68;"Germany";"AgeGender"
"836";"35";"59";"Germany";"2021-03-09";"2021";"10";3;0;0;3;"Germany";"AgeGender"
"837";"15";"34";"Germany";"2021-03-09";"2021";"10";1;0;0;1;"Germany";"AgeGender"
"838";"0";"4";"Germany";"2021-03-09";"2021";"10";0;0;0;0;"Germany";"AgeGender"
"839";NA;NA;"Germany";"2021-03-09";"2021";"10";0;0;0;0;"Germany";"AgeGender"
"840";NA;NA;"Germany";"2021-03-09";"2021";"10";0;0;0;0;"Germany";"AgeGender"
"841";"60";"79";"Germany";"2020-05-11";"2020";"20";2;2;0;4;"Germany";"AgeGender"
"842";"80";NA;"Germany";"2020-05-11";"2020";"20";8;12;0;20;"Germany";"AgeGender"
"843";"35";"59";"Germany";"2020-05-11";"2020";"20";0;1;0;1;"Germany";"AgeGender"
"844";"15";"34";"Germany";"2020-05-11";"2020";"20";0;0;0;0;"Germany";"AgeGender"
"845";"0";"4";"Germany";"2020-05-11";"2020";"20";0;0;0;0;"Germany";"AgeGender"
"846";NA;NA;"Germany";"2020-05-11";"2020";"20";0;0;0;0;"Germany";"AgeGender"
"847";NA;NA;"Germany";"2020-05-11";"2020";"20";0;0;0;0;"Germany";"AgeGender"
"848";"60";"79";"Germany";"2020-10-22";"2020";"43";30;31;0;61;"Germany";"AgeGender"
"849";"80";NA;"Germany";"2020-10-22";"2020";"43";59;70;0;129;"Germany";"AgeGender"
"850";"35";"59";"Germany";"2020-10-22";"2020";"43";2;2;0;4;"Germany";"AgeGender"
"851";"15";"34";"Germany";"2020-10-22";"2020";"43";0;0;0;0;"Germany";"AgeGender"
"852";"0";"4";"Germany";"2020-10-22";"2020";"43";0;0;0;0;"Germany";"AgeGender"
"853";NA;NA;"Germany";"2020-10-22";"2020";"43";0;0;0;0;"Germany";"AgeGender"
"854";NA;NA;"Germany";"2020-10-22";"2020";"43";0;0;0;0;"Germany";"AgeGender"
"855";"60";"79";"Germany";"2021-02-03";"2021";"05";77;41;0;118;"Germany";"AgeGender"
"856";"80";NA;"Germany";"2021-02-03";"2021";"05";135;135;2;272;"Germany";"AgeGender"
"857";"35";"59";"Germany";"2021-02-03";"2021";"05";13;3;0;16;"Germany";"AgeGender"
"858";"15";"34";"Germany";"2021-02-03";"2021";"05";0;1;0;1;"Germany";"AgeGender"
"859";"0";"4";"Germany";"2021-02-03";"2021";"05";0;0;0;0;"Germany";"AgeGender"
"860";NA;NA;"Germany";"2021-02-03";"2021";"05";0;0;0;0;"Germany";"AgeGender"
"861";NA;NA;"Germany";"2021-02-03";"2021";"05";0;0;0;0;"Germany";"AgeGender"
"862";"60";"79";"Germany";"2021-02-19";"2021";"07";36;22;0;58;"Germany";"AgeGender"
"863";"80";NA;"Germany";"2021-02-19";"2021";"07";59;62;0;121;"Germany";"AgeGender"
"864";"35";"59";"Germany";"2021-02-19";"2021";"07";7;2;0;9;"Germany";"AgeGender"
"865";"15";"34";"Germany";"2021-02-19";"2021";"07";0;0;0;0;"Germany";"AgeGender"
"866";"0";"4";"Germany";"2021-02-19";"2021";"07";0;0;0;0;"Germany";"AgeGender"
"867";NA;NA;"Germany";"2021-02-19";"2021";"07";0;0;0;0;"Germany";"AgeGender"
"868";NA;NA;"Germany";"2021-02-19";"2021";"07";0;0;0;0;"Germany";"AgeGender"
"869";"60";"79";"Germany";"2021-02-20";"2021";"07";35;16;1;52;"Germany";"AgeGender"
"870";"80";NA;"Germany";"2021-02-20";"2021";"07";36;36;1;73;"Germany";"AgeGender"
"871";"35";"59";"Germany";"2021-02-20";"2021";"07";5;0;0;5;"Germany";"AgeGender"
"872";"15";"34";"Germany";"2021-02-20";"2021";"07";0;0;0;0;"Germany";"AgeGender"
"873";"0";"4";"Germany";"2021-02-20";"2021";"07";0;0;0;0;"Germany";"AgeGender"
"874";NA;NA;"Germany";"2021-02-20";"2021";"07";0;0;0;0;"Germany";"AgeGender"
"875";NA;NA;"Germany";"2021-02-20";"2021";"07";0;0;0;0;"Germany";"AgeGender"
"876";"60";"79";"Germany";"2021-02-24";"2021";"08";43;17;0;60;"Germany";"AgeGender"
"877";"80";NA;"Germany";"2021-02-24";"2021";"08";56;58;1;115;"Germany";"AgeGender"
"878";"35";"59";"Germany";"2021-02-24";"2021";"08";7;4;0;11;"Germany";"AgeGender"
"879";"15";"34";"Germany";"2021-02-24";"2021";"08";0;0;0;0;"Germany";"AgeGender"
"880";"0";"4";"Germany";"2021-02-24";"2021";"08";0;0;0;0;"Germany";"AgeGender"
"881";NA;NA;"Germany";"2021-02-24";"2021";"08";0;0;0;0;"Germany";"AgeGender"
"882";NA;NA;"Germany";"2021-02-24";"2021";"08";0;0;0;0;"Germany";"AgeGender"
"883";"60";"79";"Germany";"2021-02-25";"2021";"08";39;20;0;59;"Germany";"AgeGender"
"884";"80";NA;"Germany";"2021-02-25";"2021";"08";47;49;0;96;"Germany";"AgeGender"
"885";"35";"59";"Germany";"2021-02-25";"2021";"08";4;4;0;8;"Germany";"AgeGender"
"886";"15";"34";"Germany";"2021-02-25";"2021";"08";0;1;0;1;"Germany";"AgeGender"
"887";"0";"4";"Germany";"2021-02-25";"2021";"08";0;0;0;0;"Germany";"AgeGender"
"888";NA;NA;"Germany";"2021-02-25";"2021";"08";0;0;0;0;"Germany";"AgeGender"
"889";NA;NA;"Germany";"2021-02-25";"2021";"08";0;0;0;0;"Germany";"AgeGender"
"890";"60";"79";"Germany";"2021-03-12";"2021";"10";17;5;0;22;"Germany";"AgeGender"
"891";"80";NA;"Germany";"2021-03-12";"2021";"10";25;21;0;46;"Germany";"AgeGender"
"892";"35";"59";"Germany";"2021-03-12";"2021";"10";3;4;0;7;"Germany";"AgeGender"
"893";"15";"34";"Germany";"2021-03-12";"2021";"10";0;0;0;0;"Germany";"AgeGender"
"894";"0";"4";"Germany";"2021-03-12";"2021";"10";0;0;0;0;"Germany";"AgeGender"
"895";NA;NA;"Germany";"2021-03-12";"2021";"10";0;0;0;0;"Germany";"AgeGender"
"896";NA;NA;"Germany";"2021-03-12";"2021";"10";0;0;0;0;"Germany";"AgeGender"
"897";"60";"79";"Germany";"2021-03-03";"2021";"09";24;12;0;36;"Germany";"AgeGender"
"898";"80";NA;"Germany";"2021-03-03";"2021";"09";31;35;1;67;"Germany";"AgeGender"
"899";"35";"59";"Germany";"2021-03-03";"2021";"09";6;0;0;6;"Germany";"AgeGender"
"900";"15";"34";"Germany";"2021-03-03";"2021";"09";1;0;0;1;"Germany";"AgeGender"
"901";"0";"4";"Germany";"2021-03-03";"2021";"09";0;0;0;0;"Germany";"AgeGender"
"902";NA;NA;"Germany";"2021-03-03";"2021";"09";0;0;0;0;"Germany";"AgeGender"
"903";NA;NA;"Germany";"2021-03-03";"2021";"09";0;0;0;0;"Germany";"AgeGender"
"904";"60";"79";"Germany";"2020-04-22";"2020";"17";21;12;0;33;"Germany";"AgeGender"
"905";"80";NA;"Germany";"2020-04-22";"2020";"17";38;53;0;91;"Germany";"AgeGender"
"906";"35";"59";"Germany";"2020-04-22";"2020";"17";3;0;0;3;"Germany";"AgeGender"
"907";"15";"34";"Germany";"2020-04-22";"2020";"17";0;0;0;0;"Germany";"AgeGender"
"908";"0";"4";"Germany";"2020-04-22";"2020";"17";0;0;0;0;"Germany";"AgeGender"
"909";NA;NA;"Germany";"2020-04-22";"2020";"17";0;0;0;0;"Germany";"AgeGender"
"910";NA;NA;"Germany";"2020-04-22";"2020";"17";0;0;0;0;"Germany";"AgeGender"
"911";"60";"79";"Germany";"2020-04-27";"2020";"18";16;17;0;33;"Germany";"AgeGender"
"912";"80";NA;"Germany";"2020-04-27";"2020";"18";19;20;0;39;"Germany";"AgeGender"
"913";"35";"59";"Germany";"2020-04-27";"2020";"18";2;2;0;4;"Germany";"AgeGender"
"914";"15";"34";"Germany";"2020-04-27";"2020";"18";0;0;0;0;"Germany";"AgeGender"
"915";"0";"4";"Germany";"2020-04-27";"2020";"18";0;0;0;0;"Germany";"AgeGender"
"916";NA;NA;"Germany";"2020-04-27";"2020";"18";0;0;0;0;"Germany";"AgeGender"
"917";NA;NA;"Germany";"2020-04-27";"2020";"18";0;0;0;0;"Germany";"AgeGender"
"918";"60";"79";"Germany";"2020-03-20";"2020";"12";25;8;0;33;"Germany";"AgeGender"
"919";"80";NA;"Germany";"2020-03-20";"2020";"12";27;28;0;55;"Germany";"AgeGender"
"920";"35";"59";"Germany";"2020-03-20";"2020";"12";6;1;0;7;"Germany";"AgeGender"
"921";"15";"34";"Germany";"2020-03-20";"2020";"12";0;0;0;0;"Germany";"AgeGender"
"922";"0";"4";"Germany";"2020-03-20";"2020";"12";0;0;0;0;"Germany";"AgeGender"
"923";NA;NA;"Germany";"2020-03-20";"2020";"12";0;0;0;0;"Germany";"AgeGender"
"924";NA;NA;"Germany";"2020-03-20";"2020";"12";0;0;0;0;"Germany";"AgeGender"
"925";"60";"79";"Germany";"2020-12-20";"2020";"51";94;47;0;141;"Germany";"AgeGender"
"926";"80";NA;"Germany";"2020-12-20";"2020";"51";152;230;1;383;"Germany";"AgeGender"
"927";"35";"59";"Germany";"2020-12-20";"2020";"51";5;6;0;11;"Germany";"AgeGender"
"928";"15";"34";"Germany";"2020-12-20";"2020";"51";0;0;0;0;"Germany";"AgeGender"
"929";"0";"4";"Germany";"2020-12-20";"2020";"51";0;0;0;0;"Germany";"AgeGender"
"930";NA;NA;"Germany";"2020-12-20";"2020";"51";0;0;0;0;"Germany";"AgeGender"
"931";NA;NA;"Germany";"2020-12-20";"2020";"51";0;0;0;0;"Germany";"AgeGender"
"932";"60";"79";"Germany";"2021-01-13";"2021";"02";131;84;0;215;"Germany";"AgeGender"
"933";"80";NA;"Germany";"2021-01-13";"2021";"02";298;394;5;697;"Germany";"AgeGender"
"934";"35";"59";"Germany";"2021-01-13";"2021";"02";13;4;0;17;"Germany";"AgeGender"
"935";"15";"34";"Germany";"2021-01-13";"2021";"02";0;0;0;0;"Germany";"AgeGender"
"936";"0";"4";"Germany";"2021-01-13";"2021";"02";0;0;0;0;"Germany";"AgeGender"
"937";NA;NA;"Germany";"2021-01-13";"2021";"02";0;0;0;0;"Germany";"AgeGender"
"938";NA;NA;"Germany";"2021-01-13";"2021";"02";1;0;0;1;"Germany";"AgeGender"
"939";"60";"79";"Germany";"2021-02-27";"2021";"08";18;15;0;33;"Germany";"AgeGender"
"940";"80";NA;"Germany";"2021-02-27";"2021";"08";36;24;0;60;"Germany";"AgeGender"
"941";"35";"59";"Germany";"2021-02-27";"2021";"08";1;3;0;4;"Germany";"AgeGender"
