"";"AgeGrp_min";"AgeGrp_max";"NUTS";"date";"Year";"WeekNo";"male_covid_death";"female_covid_death";"NC_covid_death";"total_covid_death";"country";"type"
"1306";"50";"59";"Spain";"2020-05-10";"2020";"19";4;4;0;8;"Spain";"AgeGender"
"1307";"60";"69";"Spain";"2020-05-10";"2020";"19";4;2;0;6;"Spain";"AgeGender"
"1308";"70";"79";"Spain";"2020-05-10";"2020";"19";14;10;0;24;"Spain";"AgeGender"
"1309";"80";NA;"Spain";"2020-05-10";"2020";"19";23;46;0;69;"Spain";"AgeGender"
"1310";NA;NA;"Spain";"2020-05-10";"2020";"19";0;0;1;1;"Spain";"AgeGender"
"1311";"0";"9";"Spain";"2020-05-11";"2020";"20";0;0;0;0;"Spain";"AgeGender"
"1312";"10";"19";"Spain";"2020-05-11";"2020";"20";0;0;0;0;"Spain";"AgeGender"
"1313";"20";"29";"Spain";"2020-05-11";"2020";"20";0;1;0;1;"Spain";"AgeGender"
"1314";"30";"39";"Spain";"2020-05-11";"2020";"20";0;0;0;0;"Spain";"AgeGender"
"1315";"40";"49";"Spain";"2020-05-11";"2020";"20";1;0;0;1;"Spain";"AgeGender"
"1316";"50";"59";"Spain";"2020-05-11";"2020";"20";6;2;0;8;"Spain";"AgeGender"
"1317";"60";"69";"Spain";"2020-05-11";"2020";"20";8;3;0;11;"Spain";"AgeGender"
"1318";"70";"79";"Spain";"2020-05-11";"2020";"20";17;10;0;27;"Spain";"AgeGender"
"1319";"80";NA;"Spain";"2020-05-11";"2020";"20";23;47;2;72;"Spain";"AgeGender"
"1320";NA;NA;"Spain";"2020-05-11";"2020";"20";0;0;2;2;"Spain";"AgeGender"
"1321";"0";"9";"Spain";"2020-05-12";"2020";"20";0;0;0;0;"Spain";"AgeGender"
"1322";"10";"19";"Spain";"2020-05-12";"2020";"20";0;0;0;0;"Spain";"AgeGender"
"1323";"20";"29";"Spain";"2020-05-12";"2020";"20";0;0;0;0;"Spain";"AgeGender"
"1324";"30";"39";"Spain";"2020-05-12";"2020";"20";1;0;0;1;"Spain";"AgeGender"
"1325";"40";"49";"Spain";"2020-05-12";"2020";"20";0;0;0;0;"Spain";"AgeGender"
"1326";"50";"59";"Spain";"2020-05-12";"2020";"20";2;1;0;3;"Spain";"AgeGender"
"1327";"60";"69";"Spain";"2020-05-12";"2020";"20";10;2;0;12;"Spain";"AgeGender"
"1328";"70";"79";"Spain";"2020-05-12";"2020";"20";11;6;0;17;"Spain";"AgeGender"
"1329";"80";NA;"Spain";"2020-05-12";"2020";"20";30;44;1;75;"Spain";"AgeGender"
"1330";NA;NA;"Spain";"2020-05-12";"2020";"20";0;0;5;5;"Spain";"AgeGender"
"1331";"0";"9";"Spain";"2020-05-13";"2020";"20";0;0;0;0;"Spain";"AgeGender"
"1332";"10";"19";"Spain";"2020-05-13";"2020";"20";0;0;0;0;"Spain";"AgeGender"
"1333";"20";"29";"Spain";"2020-05-13";"2020";"20";0;0;0;0;"Spain";"AgeGender"
"1334";"30";"39";"Spain";"2020-05-13";"2020";"20";0;0;0;0;"Spain";"AgeGender"
"1335";"40";"49";"Spain";"2020-05-13";"2020";"20";1;2;0;3;"Spain";"AgeGender"
"1336";"50";"59";"Spain";"2020-05-13";"2020";"20";6;4;0;10;"Spain";"AgeGender"
"1337";"60";"69";"Spain";"2020-05-13";"2020";"20";5;3;0;8;"Spain";"AgeGender"
"1338";"70";"79";"Spain";"2020-05-13";"2020";"20";8;4;0;12;"Spain";"AgeGender"
"1339";"80";NA;"Spain";"2020-05-13";"2020";"20";13;39;1;53;"Spain";"AgeGender"
"1340";NA;NA;"Spain";"2020-05-13";"2020";"20";0;0;1;1;"Spain";"AgeGender"
"1341";"0";"9";"Spain";"2020-05-14";"2020";"20";0;0;0;0;"Spain";"AgeGender"
"1342";"10";"19";"Spain";"2020-05-14";"2020";"20";0;0;0;0;"Spain";"AgeGender"
"1343";"20";"29";"Spain";"2020-05-14";"2020";"20";0;0;0;0;"Spain";"AgeGender"
"1344";"30";"39";"Spain";"2020-05-14";"2020";"20";0;0;0;0;"Spain";"AgeGender"
"1345";"40";"49";"Spain";"2020-05-14";"2020";"20";1;0;0;1;"Spain";"AgeGender"
"1346";"50";"59";"Spain";"2020-05-14";"2020";"20";4;1;0;5;"Spain";"AgeGender"
"1347";"60";"69";"Spain";"2020-05-14";"2020";"20";7;6;0;13;"Spain";"AgeGender"
"1348";"70";"79";"Spain";"2020-05-14";"2020";"20";9;5;0;14;"Spain";"AgeGender"
"1349";"80";NA;"Spain";"2020-05-14";"2020";"20";22;31;0;53;"Spain";"AgeGender"
"1350";NA;NA;"Spain";"2020-05-14";"2020";"20";0;0;0;0;"Spain";"AgeGender"
"1351";"0";"9";"Spain";"2020-05-15";"2020";"20";0;0;0;0;"Spain";"AgeGender"
"1352";"10";"19";"Spain";"2020-05-15";"2020";"20";0;0;0;0;"Spain";"AgeGender"
"1353";"20";"29";"Spain";"2020-05-15";"2020";"20";0;0;0;0;"Spain";"AgeGender"
"1354";"30";"39";"Spain";"2020-05-15";"2020";"20";0;0;0;0;"Spain";"AgeGender"
"1355";"40";"49";"Spain";"2020-05-15";"2020";"20";1;0;0;1;"Spain";"AgeGender"
"1356";"50";"59";"Spain";"2020-05-15";"2020";"20";2;2;0;4;"Spain";"AgeGender"
"1357";"60";"69";"Spain";"2020-05-15";"2020";"20";10;0;0;10;"Spain";"AgeGender"
"1358";"70";"79";"Spain";"2020-05-15";"2020";"20";8;3;0;11;"Spain";"AgeGender"
"1359";"80";NA;"Spain";"2020-05-15";"2020";"20";29;19;0;48;"Spain";"AgeGender"
"1360";NA;NA;"Spain";"2020-05-15";"2020";"20";0;0;3;3;"Spain";"AgeGender"
"1361";"0";"9";"Spain";"2020-05-16";"2020";"20";0;0;0;0;"Spain";"AgeGender"
"1362";"10";"19";"Spain";"2020-05-16";"2020";"20";0;0;0;0;"Spain";"AgeGender"
"1363";"20";"29";"Spain";"2020-05-16";"2020";"20";0;0;0;0;"Spain";"AgeGender"
"1364";"30";"39";"Spain";"2020-05-16";"2020";"20";0;0;0;0;"Spain";"AgeGender"
"1365";"40";"49";"Spain";"2020-05-16";"2020";"20";0;0;0;0;"Spain";"AgeGender"
"1366";"50";"59";"Spain";"2020-05-16";"2020";"20";2;2;0;4;"Spain";"AgeGender"
"1367";"60";"69";"Spain";"2020-05-16";"2020";"20";4;1;0;5;"Spain";"AgeGender"
"1368";"70";"79";"Spain";"2020-05-16";"2020";"20";6;2;0;8;"Spain";"AgeGender"
"1369";"80";NA;"Spain";"2020-05-16";"2020";"20";16;30;0;46;"Spain";"AgeGender"
"1370";NA;NA;"Spain";"2020-05-16";"2020";"20";0;0;0;0;"Spain";"AgeGender"
"1371";"0";"9";"Spain";"2020-05-17";"2020";"20";0;0;0;0;"Spain";"AgeGender"
"1372";"10";"19";"Spain";"2020-05-17";"2020";"20";0;0;0;0;"Spain";"AgeGender"
"1373";"20";"29";"Spain";"2020-05-17";"2020";"20";0;0;0;0;"Spain";"AgeGender"
"1374";"30";"39";"Spain";"2020-05-17";"2020";"20";0;0;0;0;"Spain";"AgeGender"
"1375";"40";"49";"Spain";"2020-05-17";"2020";"20";0;1;0;1;"Spain";"AgeGender"
"1376";"50";"59";"Spain";"2020-05-17";"2020";"20";2;1;0;3;"Spain";"AgeGender"
"1377";"60";"69";"Spain";"2020-05-17";"2020";"20";7;0;0;7;"Spain";"AgeGender"
"1378";"70";"79";"Spain";"2020-05-17";"2020";"20";5;2;0;7;"Spain";"AgeGender"
"1379";"80";NA;"Spain";"2020-05-17";"2020";"20";18;24;0;42;"Spain";"AgeGender"
"1380";NA;NA;"Spain";"2020-05-17";"2020";"20";0;0;1;1;"Spain";"AgeGender"
"1381";"0";"9";"Spain";"2020-05-18";"2020";"21";0;0;0;0;"Spain";"AgeGender"
"1382";"10";"19";"Spain";"2020-05-18";"2020";"21";0;0;0;0;"Spain";"AgeGender"
"1383";"20";"29";"Spain";"2020-05-18";"2020";"21";0;0;0;0;"Spain";"AgeGender"
"1384";"30";"39";"Spain";"2020-05-18";"2020";"21";0;1;0;1;"Spain";"AgeGender"
"1385";"40";"49";"Spain";"2020-05-18";"2020";"21";0;0;0;0;"Spain";"AgeGender"
"1386";"50";"59";"Spain";"2020-05-18";"2020";"21";5;1;0;6;"Spain";"AgeGender"
"1387";"60";"69";"Spain";"2020-05-18";"2020";"21";10;2;0;12;"Spain";"AgeGender"
"1388";"70";"79";"Spain";"2020-05-18";"2020";"21";10;4;0;14;"Spain";"AgeGender"
"1389";"80";NA;"Spain";"2020-05-18";"2020";"21";19;20;0;39;"Spain";"AgeGender"
"1390";NA;NA;"Spain";"2020-05-18";"2020";"21";0;0;0;0;"Spain";"AgeGender"
"1391";"0";"9";"Spain";"2020-05-19";"2020";"21";0;0;0;0;"Spain";"AgeGender"
"1392";"10";"19";"Spain";"2020-05-19";"2020";"21";0;0;0;0;"Spain";"AgeGender"
"1393";"20";"29";"Spain";"2020-05-19";"2020";"21";0;0;0;0;"Spain";"AgeGender"
"1394";"30";"39";"Spain";"2020-05-19";"2020";"21";0;0;0;0;"Spain";"AgeGender"
"1395";"40";"49";"Spain";"2020-05-19";"2020";"21";0;0;0;0;"Spain";"AgeGender"
"1396";"50";"59";"Spain";"2020-05-19";"2020";"21";2;4;0;6;"Spain";"AgeGender"
"1397";"60";"69";"Spain";"2020-05-19";"2020";"21";7;2;1;10;"Spain";"AgeGender"
"1398";"70";"79";"Spain";"2020-05-19";"2020";"21";9;4;1;14;"Spain";"AgeGender"
"1399";"80";NA;"Spain";"2020-05-19";"2020";"21";16;21;0;37;"Spain";"AgeGender"
"1400";NA;NA;"Spain";"2020-05-19";"2020";"21";0;0;0;0;"Spain";"AgeGender"
"1401";"0";"9";"Spain";"2020-05-20";"2020";"21";0;0;0;0;"Spain";"AgeGender"
"1402";"10";"19";"Spain";"2020-05-20";"2020";"21";0;0;0;0;"Spain";"AgeGender"
"1403";"20";"29";"Spain";"2020-05-20";"2020";"21";0;0;0;0;"Spain";"AgeGender"
"1404";"30";"39";"Spain";"2020-05-20";"2020";"21";0;0;0;0;"Spain";"AgeGender"
"1405";"40";"49";"Spain";"2020-05-20";"2020";"21";0;0;0;0;"Spain";"AgeGender"
"1406";"50";"59";"Spain";"2020-05-20";"2020";"21";4;2;0;6;"Spain";"AgeGender"
"1407";"60";"69";"Spain";"2020-05-20";"2020";"21";4;2;0;6;"Spain";"AgeGender"
"1408";"70";"79";"Spain";"2020-05-20";"2020";"21";7;4;0;11;"Spain";"AgeGender"
"1409";"80";NA;"Spain";"2020-05-20";"2020";"21";12;20;0;32;"Spain";"AgeGender"
"1410";NA;NA;"Spain";"2020-05-20";"2020";"21";0;0;1;1;"Spain";"AgeGender"
"1411";"0";"9";"Spain";"2020-05-21";"2020";"21";0;0;0;0;"Spain";"AgeGender"
"1412";"10";"19";"Spain";"2020-05-21";"2020";"21";0;0;0;0;"Spain";"AgeGender"
"1413";"20";"29";"Spain";"2020-05-21";"2020";"21";0;0;0;0;"Spain";"AgeGender"
"1414";"30";"39";"Spain";"2020-05-21";"2020";"21";0;0;0;0;"Spain";"AgeGender"
"1415";"40";"49";"Spain";"2020-05-21";"2020";"21";0;1;0;1;"Spain";"AgeGender"
"1416";"50";"59";"Spain";"2020-05-21";"2020";"21";6;1;1;8;"Spain";"AgeGender"
"1417";"60";"69";"Spain";"2020-05-21";"2020";"21";7;3;0;10;"Spain";"AgeGender"
"1418";"70";"79";"Spain";"2020-05-21";"2020";"21";8;3;0;11;"Spain";"AgeGender"
"1419";"80";NA;"Spain";"2020-05-21";"2020";"21";13;25;0;38;"Spain";"AgeGender"
"1420";NA;NA;"Spain";"2020-05-21";"2020";"21";0;0;2;2;"Spain";"AgeGender"
"1421";"0";"9";"Spain";"2020-05-22";"2020";"21";0;0;0;0;"Spain";"AgeGender"
"1422";"10";"19";"Spain";"2020-05-22";"2020";"21";0;0;0;0;"Spain";"AgeGender"
"1423";"20";"29";"Spain";"2020-05-22";"2020";"21";0;0;0;0;"Spain";"AgeGender"
"1424";"30";"39";"Spain";"2020-05-22";"2020";"21";0;0;0;0;"Spain";"AgeGender"
"1425";"40";"49";"Spain";"2020-05-22";"2020";"21";0;0;0;0;"Spain";"AgeGender"
"1426";"50";"59";"Spain";"2020-05-22";"2020";"21";2;2;0;4;"Spain";"AgeGender"
"1427";"60";"69";"Spain";"2020-05-22";"2020";"21";6;2;0;8;"Spain";"AgeGender"
"1428";"70";"79";"Spain";"2020-05-22";"2020";"21";10;1;1;12;"Spain";"AgeGender"
"1429";"80";NA;"Spain";"2020-05-22";"2020";"21";15;31;0;46;"Spain";"AgeGender"
"1430";NA;NA;"Spain";"2020-05-22";"2020";"21";0;0;2;2;"Spain";"AgeGender"
"1431";"0";"9";"Spain";"2020-05-23";"2020";"21";0;0;0;0;"Spain";"AgeGender"
"1432";"10";"19";"Spain";"2020-05-23";"2020";"21";0;0;0;0;"Spain";"AgeGender"
"1433";"20";"29";"Spain";"2020-05-23";"2020";"21";0;0;0;0;"Spain";"AgeGender"
"1434";"30";"39";"Spain";"2020-05-23";"2020";"21";0;2;0;2;"Spain";"AgeGender"
"1435";"40";"49";"Spain";"2020-05-23";"2020";"21";0;0;0;0;"Spain";"AgeGender"
"1436";"50";"59";"Spain";"2020-05-23";"2020";"21";1;1;0;2;"Spain";"AgeGender"
"1437";"60";"69";"Spain";"2020-05-23";"2020";"21";6;1;0;7;"Spain";"AgeGender"
"1438";"70";"79";"Spain";"2020-05-23";"2020";"21";6;6;1;13;"Spain";"AgeGender"
"1439";"80";NA;"Spain";"2020-05-23";"2020";"21";13;21;1;35;"Spain";"AgeGender"
"1440";NA;NA;"Spain";"2020-05-23";"2020";"21";0;0;0;0;"Spain";"AgeGender"
"1441";"0";"9";"Spain";"2020-05-24";"2020";"21";0;0;0;0;"Spain";"AgeGender"
"1442";"10";"19";"Spain";"2020-05-24";"2020";"21";0;0;0;0;"Spain";"AgeGender"
"1443";"20";"29";"Spain";"2020-05-24";"2020";"21";0;0;0;0;"Spain";"AgeGender"
"1444";"30";"39";"Spain";"2020-05-24";"2020";"21";0;1;0;1;"Spain";"AgeGender"
"1445";"40";"49";"Spain";"2020-05-24";"2020";"21";1;0;0;1;"Spain";"AgeGender"
"1446";"50";"59";"Spain";"2020-05-24";"2020";"21";0;0;0;0;"Spain";"AgeGender"
"1447";"60";"69";"Spain";"2020-05-24";"2020";"21";5;1;0;6;"Spain";"AgeGender"
"1448";"70";"79";"Spain";"2020-05-24";"2020";"21";4;4;0;8;"Spain";"AgeGender"
"1449";"80";NA;"Spain";"2020-05-24";"2020";"21";12;27;0;39;"Spain";"AgeGender"
"1450";NA;NA;"Spain";"2020-05-24";"2020";"21";0;0;0;0;"Spain";"AgeGender"
"1451";"0";"9";"Spain";"2020-05-25";"2020";"22";1;1;0;2;"Spain";"AgeGender"
"1452";"10";"19";"Spain";"2020-05-25";"2020";"22";0;0;0;0;"Spain";"AgeGender"
"1453";"20";"29";"Spain";"2020-05-25";"2020";"22";0;0;0;0;"Spain";"AgeGender"
"1454";"30";"39";"Spain";"2020-05-25";"2020";"22";0;0;0;0;"Spain";"AgeGender"
"1455";"40";"49";"Spain";"2020-05-25";"2020";"22";0;0;0;0;"Spain";"AgeGender"
"1456";"50";"59";"Spain";"2020-05-25";"2020";"22";0;2;0;2;"Spain";"AgeGender"
"1457";"60";"69";"Spain";"2020-05-25";"2020";"22";8;3;0;11;"Spain";"AgeGender"
"1458";"70";"79";"Spain";"2020-05-25";"2020";"22";4;5;0;9;"Spain";"AgeGender"
"1459";"80";NA;"Spain";"2020-05-25";"2020";"22";19;23;1;43;"Spain";"AgeGender"
"1460";NA;NA;"Spain";"2020-05-25";"2020";"22";0;0;0;0;"Spain";"AgeGender"
"1461";"0";"9";"Spain";"2020-05-26";"2020";"22";0;0;0;0;"Spain";"AgeGender"
"1462";"10";"19";"Spain";"2020-05-26";"2020";"22";0;0;0;0;"Spain";"AgeGender"
"1463";"20";"29";"Spain";"2020-05-26";"2020";"22";0;0;0;0;"Spain";"AgeGender"
"1464";"30";"39";"Spain";"2020-05-26";"2020";"22";0;0;0;0;"Spain";"AgeGender"
"1465";"40";"49";"Spain";"2020-05-26";"2020";"22";1;0;0;1;"Spain";"AgeGender"
"1466";"50";"59";"Spain";"2020-05-26";"2020";"22";3;0;0;3;"Spain";"AgeGender"
"1467";"60";"69";"Spain";"2020-05-26";"2020";"22";5;1;0;6;"Spain";"AgeGender"
"1468";"70";"79";"Spain";"2020-05-26";"2020";"22";9;7;0;16;"Spain";"AgeGender"
"1469";"80";NA;"Spain";"2020-05-26";"2020";"22";10;17;0;27;"Spain";"AgeGender"
"1470";NA;NA;"Spain";"2020-05-26";"2020";"22";0;0;3;3;"Spain";"AgeGender"
"1471";"0";"9";"Spain";"2020-05-27";"2020";"22";0;0;0;0;"Spain";"AgeGender"
"1472";"10";"19";"Spain";"2020-05-27";"2020";"22";0;0;0;0;"Spain";"AgeGender"
"1473";"20";"29";"Spain";"2020-05-27";"2020";"22";0;0;0;0;"Spain";"AgeGender"
"1474";"30";"39";"Spain";"2020-05-27";"2020";"22";0;0;0;0;"Spain";"AgeGender"
"1475";"40";"49";"Spain";"2020-05-27";"2020";"22";0;1;0;1;"Spain";"AgeGender"
"1476";"50";"59";"Spain";"2020-05-27";"2020";"22";3;0;0;3;"Spain";"AgeGender"
"1477";"60";"69";"Spain";"2020-05-27";"2020";"22";4;1;0;5;"Spain";"AgeGender"
"1478";"70";"79";"Spain";"2020-05-27";"2020";"22";4;2;0;6;"Spain";"AgeGender"
"1479";"80";NA;"Spain";"2020-05-27";"2020";"22";9;21;0;30;"Spain";"AgeGender"
"1480";NA;NA;"Spain";"2020-05-27";"2020";"22";0;0;0;0;"Spain";"AgeGender"
"1481";"0";"9";"Spain";"2020-05-28";"2020";"22";0;0;0;0;"Spain";"AgeGender"
"1482";"10";"19";"Spain";"2020-05-28";"2020";"22";0;0;0;0;"Spain";"AgeGender"
"1483";"20";"29";"Spain";"2020-05-28";"2020";"22";0;0;0;0;"Spain";"AgeGender"
"1484";"30";"39";"Spain";"2020-05-28";"2020";"22";0;0;0;0;"Spain";"AgeGender"
"1485";"40";"49";"Spain";"2020-05-28";"2020";"22";0;0;0;0;"Spain";"AgeGender"
"1486";"50";"59";"Spain";"2020-05-28";"2020";"22";0;2;0;2;"Spain";"AgeGender"
"1487";"60";"69";"Spain";"2020-05-28";"2020";"22";1;2;0;3;"Spain";"AgeGender"
"1488";"70";"79";"Spain";"2020-05-28";"2020";"22";5;2;0;7;"Spain";"AgeGender"
"1489";"80";NA;"Spain";"2020-05-28";"2020";"22";11;17;0;28;"Spain";"AgeGender"
"1490";NA;NA;"Spain";"2020-05-28";"2020";"22";0;0;0;0;"Spain";"AgeGender"
"1491";"0";"9";"Spain";"2020-05-29";"2020";"22";0;0;0;0;"Spain";"AgeGender"
"1492";"10";"19";"Spain";"2020-05-29";"2020";"22";0;0;0;0;"Spain";"AgeGender"
"1493";"20";"29";"Spain";"2020-05-29";"2020";"22";0;0;0;0;"Spain";"AgeGender"
"1494";"30";"39";"Spain";"2020-05-29";"2020";"22";0;0;0;0;"Spain";"AgeGender"
"1495";"40";"49";"Spain";"2020-05-29";"2020";"22";0;0;0;0;"Spain";"AgeGender"
"1496";"50";"59";"Spain";"2020-05-29";"2020";"22";2;2;0;4;"Spain";"AgeGender"
"1497";"60";"69";"Spain";"2020-05-29";"2020";"22";2;0;0;2;"Spain";"AgeGender"
"1498";"70";"79";"Spain";"2020-05-29";"2020";"22";4;3;0;7;"Spain";"AgeGender"
"1499";"80";NA;"Spain";"2020-05-29";"2020";"22";14;16;0;30;"Spain";"AgeGender"
"1500";NA;NA;"Spain";"2020-05-29";"2020";"22";0;0;0;0;"Spain";"AgeGender"
"1501";"0";"9";"Spain";"2020-05-30";"2020";"22";0;0;0;0;"Spain";"AgeGender"
"1502";"10";"19";"Spain";"2020-05-30";"2020";"22";0;0;0;0;"Spain";"AgeGender"
"1503";"20";"29";"Spain";"2020-05-30";"2020";"22";0;0;0;0;"Spain";"AgeGender"
"1504";"30";"39";"Spain";"2020-05-30";"2020";"22";0;0;0;0;"Spain";"AgeGender"
"1505";"40";"49";"Spain";"2020-05-30";"2020";"22";1;0;0;1;"Spain";"AgeGender"
"1506";"50";"59";"Spain";"2020-05-30";"2020";"22";1;0;0;1;"Spain";"AgeGender"
"1507";"60";"69";"Spain";"2020-05-30";"2020";"22";4;1;0;5;"Spain";"AgeGender"
"1508";"70";"79";"Spain";"2020-05-30";"2020";"22";2;3;0;5;"Spain";"AgeGender"
"1509";"80";NA;"Spain";"2020-05-30";"2020";"22";12;19;0;31;"Spain";"AgeGender"
"1510";NA;NA;"Spain";"2020-05-30";"2020";"22";0;0;0;0;"Spain";"AgeGender"
"1511";"0";"9";"Spain";"2020-05-31";"2020";"22";0;0;0;0;"Spain";"AgeGender"
"1512";"10";"19";"Spain";"2020-05-31";"2020";"22";0;0;0;0;"Spain";"AgeGender"
"1513";"20";"29";"Spain";"2020-05-31";"2020";"22";0;0;0;0;"Spain";"AgeGender"
"1514";"30";"39";"Spain";"2020-05-31";"2020";"22";0;0;0;0;"Spain";"AgeGender"
"1515";"40";"49";"Spain";"2020-05-31";"2020";"22";0;1;0;1;"Spain";"AgeGender"
"1516";"50";"59";"Spain";"2020-05-31";"2020";"22";1;0;0;1;"Spain";"AgeGender"
"1517";"60";"69";"Spain";"2020-05-31";"2020";"22";6;1;0;7;"Spain";"AgeGender"
"1518";"70";"79";"Spain";"2020-05-31";"2020";"22";5;3;0;8;"Spain";"AgeGender"
"1519";"80";NA;"Spain";"2020-05-31";"2020";"22";6;15;0;21;"Spain";"AgeGender"
"1520";NA;NA;"Spain";"2020-05-31";"2020";"22";0;0;1;1;"Spain";"AgeGender"
"1521";"0";"9";"Spain";"2020-06-01";"2020";"23";0;0;0;0;"Spain";"AgeGender"
"1522";"10";"19";"Spain";"2020-06-01";"2020";"23";0;0;0;0;"Spain";"AgeGender"
"1523";"20";"29";"Spain";"2020-06-01";"2020";"23";0;0;0;0;"Spain";"AgeGender"
"1524";"30";"39";"Spain";"2020-06-01";"2020";"23";0;0;0;0;"Spain";"AgeGender"
"1525";"40";"49";"Spain";"2020-06-01";"2020";"23";1;0;0;1;"Spain";"AgeGender"
"1526";"50";"59";"Spain";"2020-06-01";"2020";"23";1;0;0;1;"Spain";"AgeGender"
"1527";"60";"69";"Spain";"2020-06-01";"2020";"23";4;0;0;4;"Spain";"AgeGender"
"1528";"70";"79";"Spain";"2020-06-01";"2020";"23";4;2;0;6;"Spain";"AgeGender"
"1529";"80";NA;"Spain";"2020-06-01";"2020";"23";10;12;0;22;"Spain";"AgeGender"
"1530";NA;NA;"Spain";"2020-06-01";"2020";"23";0;0;0;0;"Spain";"AgeGender"
"1531";"0";"9";"Spain";"2020-06-02";"2020";"23";0;0;0;0;"Spain";"AgeGender"
"1532";"10";"19";"Spain";"2020-06-02";"2020";"23";0;0;0;0;"Spain";"AgeGender"
"1533";"20";"29";"Spain";"2020-06-02";"2020";"23";0;0;0;0;"Spain";"AgeGender"
"1534";"30";"39";"Spain";"2020-06-02";"2020";"23";0;0;0;0;"Spain";"AgeGender"
"1535";"40";"49";"Spain";"2020-06-02";"2020";"23";0;0;0;0;"Spain";"AgeGender"
"1536";"50";"59";"Spain";"2020-06-02";"2020";"23";0;1;0;1;"Spain";"AgeGender"
"1537";"60";"69";"Spain";"2020-06-02";"2020";"23";3;1;0;4;"Spain";"AgeGender"
"1538";"70";"79";"Spain";"2020-06-02";"2020";"23";7;5;0;12;"Spain";"AgeGender"
"1539";"80";NA;"Spain";"2020-06-02";"2020";"23";13;15;1;29;"Spain";"AgeGender"
"1540";NA;NA;"Spain";"2020-06-02";"2020";"23";0;0;1;1;"Spain";"AgeGender"
"1541";"0";"9";"Spain";"2020-06-03";"2020";"23";0;0;0;0;"Spain";"AgeGender"
"1542";"10";"19";"Spain";"2020-06-03";"2020";"23";0;0;0;0;"Spain";"AgeGender"
"1543";"20";"29";"Spain";"2020-06-03";"2020";"23";0;0;0;0;"Spain";"AgeGender"
"1544";"30";"39";"Spain";"2020-06-03";"2020";"23";0;0;0;0;"Spain";"AgeGender"
"1545";"40";"49";"Spain";"2020-06-03";"2020";"23";0;0;0;0;"Spain";"AgeGender"
"1546";"50";"59";"Spain";"2020-06-03";"2020";"23";1;0;0;1;"Spain";"AgeGender"
"1547";"60";"69";"Spain";"2020-06-03";"2020";"23";2;0;0;2;"Spain";"AgeGender"
"1548";"70";"79";"Spain";"2020-06-03";"2020";"23";6;2;0;8;"Spain";"AgeGender"
"1549";"80";NA;"Spain";"2020-06-03";"2020";"23";13;14;0;27;"Spain";"AgeGender"
"1550";NA;NA;"Spain";"2020-06-03";"2020";"23";0;0;0;0;"Spain";"AgeGender"
"1551";"0";"9";"Spain";"2020-06-04";"2020";"23";0;0;0;0;"Spain";"AgeGender"
"1552";"10";"19";"Spain";"2020-06-04";"2020";"23";0;0;0;0;"Spain";"AgeGender"
"1553";"20";"29";"Spain";"2020-06-04";"2020";"23";0;0;0;0;"Spain";"AgeGender"
"1554";"30";"39";"Spain";"2020-06-04";"2020";"23";0;0;0;0;"Spain";"AgeGender"
"1555";"40";"49";"Spain";"2020-06-04";"2020";"23";0;0;0;0;"Spain";"AgeGender"
"1556";"50";"59";"Spain";"2020-06-04";"2020";"23";1;0;0;1;"Spain";"AgeGender"
"1557";"60";"69";"Spain";"2020-06-04";"2020";"23";6;1;0;7;"Spain";"AgeGender"
"1558";"70";"79";"Spain";"2020-06-04";"2020";"23";7;3;0;10;"Spain";"AgeGender"
"1559";"80";NA;"Spain";"2020-06-04";"2020";"23";10;17;0;27;"Spain";"AgeGender"
"1560";NA;NA;"Spain";"2020-06-04";"2020";"23";0;0;0;0;"Spain";"AgeGender"
"1561";"0";"9";"Spain";"2020-06-05";"2020";"23";0;0;0;0;"Spain";"AgeGender"
"1562";"10";"19";"Spain";"2020-06-05";"2020";"23";0;0;0;0;"Spain";"AgeGender"
"1563";"20";"29";"Spain";"2020-06-05";"2020";"23";0;0;0;0;"Spain";"AgeGender"
"1564";"30";"39";"Spain";"2020-06-05";"2020";"23";0;0;0;0;"Spain";"AgeGender"
"1565";"40";"49";"Spain";"2020-06-05";"2020";"23";0;0;0;0;"Spain";"AgeGender"
"1566";"50";"59";"Spain";"2020-06-05";"2020";"23";0;1;0;1;"Spain";"AgeGender"
"1567";"60";"69";"Spain";"2020-06-05";"2020";"23";3;0;0;3;"Spain";"AgeGender"
"1568";"70";"79";"Spain";"2020-06-05";"2020";"23";4;0;0;4;"Spain";"AgeGender"
"1569";"80";NA;"Spain";"2020-06-05";"2020";"23";4;10;0;14;"Spain";"AgeGender"
"1570";NA;NA;"Spain";"2020-06-05";"2020";"23";0;0;1;1;"Spain";"AgeGender"
"1571";"0";"9";"Spain";"2020-06-06";"2020";"23";0;0;0;0;"Spain";"AgeGender"
"1572";"10";"19";"Spain";"2020-06-06";"2020";"23";0;0;0;0;"Spain";"AgeGender"
"1573";"20";"29";"Spain";"2020-06-06";"2020";"23";1;0;0;1;"Spain";"AgeGender"
"1574";"30";"39";"Spain";"2020-06-06";"2020";"23";0;0;0;0;"Spain";"AgeGender"
"1575";"40";"49";"Spain";"2020-06-06";"2020";"23";2;0;0;2;"Spain";"AgeGender"
"1576";"50";"59";"Spain";"2020-06-06";"2020";"23";1;1;0;2;"Spain";"AgeGender"
"1577";"60";"69";"Spain";"2020-06-06";"2020";"23";1;1;0;2;"Spain";"AgeGender"
