"";"date";"dead"
"3633";2018-12-12;318
"3634";2018-12-13;327
"3635";2018-12-14;310
"3636";2018-12-15;335
"3637";2018-12-16;312
"3638";2018-12-17;310
"3639";2018-12-18;345
"3640";2018-12-19;319
"3641";2018-12-20;337
"3642";2018-12-21;329
"3643";2018-12-22;315
"3644";2018-12-23;308
"3645";2018-12-24;292
"3646";2018-12-25;284
"3647";2018-12-26;314
"3648";2018-12-27;325
"3649";2018-12-28;335
"3650";2018-12-29;380
"3651";2018-12-30;321
"3652";2018-12-31;304
"3653";2019-01-01;326
"3654";2019-01-02;355
"3655";2019-01-03;355
"3656";2019-01-04;356
"3657";2019-01-05;323
"3658";2019-01-06;289
"3659";2019-01-07;333
"3660";2019-01-08;372
"3661";2019-01-09;318
"3662";2019-01-10;335
"3663";2019-01-11;325
"3664";2019-01-12;347
"3665";2019-01-13;317
"3666";2019-01-14;349
"3667";2019-01-15;332
"3668";2019-01-16;339
"3669";2019-01-17;322
"3670";2019-01-18;339
"3671";2019-01-19;336
"3672";2019-01-20;295
"3673";2019-01-21;313
"3674";2019-01-22;336
"3675";2019-01-23;333
"3676";2019-01-24;365
"3677";2019-01-25;380
"3678";2019-01-26;339
"3679";2019-01-27;329
"3680";2019-01-28;321
"3681";2019-01-29;352
"3682";2019-01-30;372
"3683";2019-01-31;365
"3684";2019-02-01;346
"3685";2019-02-02;333
"3686";2019-02-03;332
"3687";2019-02-04;330
"3688";2019-02-05;378
"3689";2019-02-06;355
"3690";2019-02-07;423
"3691";2019-02-08;348
"3692";2019-02-09;377
"3693";2019-02-10;333
"3694";2019-02-11;371
"3695";2019-02-12;345
"3696";2019-02-13;349
"3697";2019-02-14;345
"3698";2019-02-15;343
"3699";2019-02-16;341
"3700";2019-02-17;315
"3701";2019-02-18;342
"3702";2019-02-19;364
"3703";2019-02-20;360
"3704";2019-02-21;375
"3705";2019-02-22;332
"3706";2019-02-23;348
"3707";2019-02-24;297
"3708";2019-02-25;360
"3709";2019-02-26;314
"3710";2019-02-27;367
"3711";2019-02-28;343
"3712";2019-03-01;395
"3713";2019-03-02;314
"3714";2019-03-03;335
"3715";2019-03-04;327
"3716";2019-03-05;334
"3717";2019-03-06;381
"3718";2019-03-07;372
"3719";2019-03-08;347
"3720";2019-03-09;336
"3721";2019-03-10;292
"3722";2019-03-11;298
"3723";2019-03-12;349
"3724";2019-03-13;352
"3725";2019-03-14;344
"3726";2019-03-15;335
"3727";2019-03-16;325
"3728";2019-03-17;332
"3729";2019-03-18;274
"3730";2019-03-19;317
"3731";2019-03-20;324
"3732";2019-03-21;341
"3733";2019-03-22;341
"3734";2019-03-23;305
"3735";2019-03-24;265
"3736";2019-03-25;303
"3737";2019-03-26;291
"3738";2019-03-27;292
"3739";2019-03-28;298
"3740";2019-03-29;292
"3741";2019-03-30;281
"3742";2019-03-31;306
"3743";2019-04-01;289
"3744";2019-04-02;301
"3745";2019-04-03;312
"3746";2019-04-04;348
"3747";2019-04-05;323
"3748";2019-04-06;324
"3749";2019-04-07;286
"3750";2019-04-08;234
"3751";2019-04-09;301
"3752";2019-04-10;303
"3753";2019-04-11;267
"3754";2019-04-12;301
"3755";2019-04-13;274
"3756";2019-04-14;289
"3757";2019-04-15;277
"3758";2019-04-16;316
"3759";2019-04-17;327
"3760";2019-04-18;312
"3761";2019-04-19;295
"3762";2019-04-20;278
"3763";2019-04-21;290
"3764";2019-04-22;283
"3765";2019-04-23;292
"3766";2019-04-24;308
"3767";2019-04-25;279
"3768";2019-04-26;316
"3769";2019-04-27;298
"3770";2019-04-28;270
"3771";2019-04-29;306
"3772";2019-04-30;302
"3773";2019-05-01;272
"3774";2019-05-02;294
"3775";2019-05-03;307
"3776";2019-05-04;300
"3777";2019-05-05;230
"3778";2019-05-06;294
"3779";2019-05-07;287
"3780";2019-05-08;311
"3781";2019-05-09;307
"3782";2019-05-10;297
"3783";2019-05-11;265
"3784";2019-05-12;273
"3785";2019-05-13;281
"3786";2019-05-14;296
"3787";2019-05-15;280
"3788";2019-05-16;307
"3789";2019-05-17;293
"3790";2019-05-18;299
"3791";2019-05-19;278
"3792";2019-05-20;313
"3793";2019-05-21;275
"3794";2019-05-22;283
"3795";2019-05-23;307
"3796";2019-05-24;267
"3797";2019-05-25;284
"3798";2019-05-26;266
"3799";2019-05-27;264
"3800";2019-05-28;314
"3801";2019-05-29;237
"3802";2019-05-30;290
"3803";2019-05-31;258
"3804";2019-06-01;301
"3805";2019-06-02;269
"3806";2019-06-03;283
"3807";2019-06-04;310
"3808";2019-06-05;280
"3809";2019-06-06;270
"3810";2019-06-07;297
"3811";2019-06-08;278
"3812";2019-06-09;248
"3813";2019-06-10;253
"3814";2019-06-11;257
"3815";2019-06-12;255
"3816";2019-06-13;264
"3817";2019-06-14;308
"3818";2019-06-15;266
"3819";2019-06-16;244
"3820";2019-06-17;283
"3821";2019-06-18;287
"3822";2019-06-19;303
"3823";2019-06-20;295
"3824";2019-06-21;240
"3825";2019-06-22;245
"3826";2019-06-23;260
"3827";2019-06-24;307
"3828";2019-06-25;314
"3829";2019-06-26;310
"3830";2019-06-27;265
"3831";2019-06-28;295
"3832";2019-06-29;242
"3833";2019-06-30;247
"3834";2019-07-01;315
"3835";2019-07-02;286
"3836";2019-07-03;298
"3837";2019-07-04;239
"3838";2019-07-05;294
"3839";2019-07-06;281
"3840";2019-07-07;222
"3841";2019-07-08;246
"3842";2019-07-09;218
"3843";2019-07-10;279
"3844";2019-07-11;256
"3845";2019-07-12;270
"3846";2019-07-13;284
"3847";2019-07-14;235
"3848";2019-07-15;272
"3849";2019-07-16;292
"3850";2019-07-17;277
"3851";2019-07-18;264
"3852";2019-07-19;277
"3853";2019-07-20;263
"3854";2019-07-21;237
"3855";2019-07-22;271
"3856";2019-07-23;275
"3857";2019-07-24;345
"3858";2019-07-25;387
"3859";2019-07-26;427
"3860";2019-07-27;330
"3861";2019-07-28;283
"3862";2019-07-29;273
"3863";2019-07-30;288
"3864";2019-07-31;271
"3865";2019-08-01;295
"3866";2019-08-02;273
"3867";2019-08-03;262
"3868";2019-08-04;254
"3869";2019-08-05;257
"3870";2019-08-06;251
"3871";2019-08-07;273
"3872";2019-08-08;248
"3873";2019-08-09;256
"3874";2019-08-10;244
"3875";2019-08-11;237
"3876";2019-08-12;246
"3877";2019-08-13;276
"3878";2019-08-14;268
"3879";2019-08-15;224
"3880";2019-08-16;275
"3881";2019-08-17;246
"3882";2019-08-18;242
"3883";2019-08-19;245
"3884";2019-08-20;253
"3885";2019-08-21;306
"3886";2019-08-22;256
"3887";2019-08-23;257
"3888";2019-08-24;273
"3889";2019-08-25;269
"3890";2019-08-26;306
"3891";2019-08-27;306
"3892";2019-08-28;282
"3893";2019-08-29;321
"3894";2019-08-30;279
"3895";2019-08-31;262
"3896";2019-09-01;250
"3897";2019-09-02;280
"3898";2019-09-03;246
"3899";2019-09-04;289
"3900";2019-09-05;250
"3901";2019-09-06;278
"3902";2019-09-07;264
"3903";2019-09-08;231
"3904";2019-09-09;254
"3905";2019-09-10;281
"3906";2019-09-11;273
"3907";2019-09-12;266
"3908";2019-09-13;270
"3909";2019-09-14;256
"3910";2019-09-15;233
"3911";2019-09-16;258
"3912";2019-09-17;272
"3913";2019-09-18;273
"3914";2019-09-19;285
"3915";2019-09-20;285
"3916";2019-09-21;261
"3917";2019-09-22;289
"3918";2019-09-23;299
"3919";2019-09-24;270
"3920";2019-09-25;251
"3921";2019-09-26;260
"3922";2019-09-27;297
"3923";2019-09-28;258
"3924";2019-09-29;271
"3925";2019-09-30;253
"3926";2019-10-01;320
"3927";2019-10-02;289
"3928";2019-10-03;289
"3929";2019-10-04;310
"3930";2019-10-05;306
"3931";2019-10-06;281
"3932";2019-10-07;260
"3933";2019-10-08;273
"3934";2019-10-09;297
"3935";2019-10-10;289
"3936";2019-10-11;281
"3937";2019-10-12;262
"3938";2019-10-13;289
"3939";2019-10-14;272
"3940";2019-10-15;272
"3941";2019-10-16;247
"3942";2019-10-17;286
"3943";2019-10-18;309
"3944";2019-10-19;277
"3945";2019-10-20;298
"3946";2019-10-21;295
"3947";2019-10-22;296
"3948";2019-10-23;311
"3949";2019-10-24;301
"3950";2019-10-25;299
"3951";2019-10-26;322
"3952";2019-10-27;241
"3953";2019-10-28;271
"3954";2019-10-29;290
"3955";2019-10-30;277
"3956";2019-10-31;278
"3957";2019-11-01;281
"3958";2019-11-02;270
"3959";2019-11-03;268
"3960";2019-11-04;295
"3961";2019-11-05;308
"3962";2019-11-06;288
"3963";2019-11-07;283
"3964";2019-11-08;280
"3965";2019-11-09;304
"3966";2019-11-10;243
"3967";2019-11-11;263
"3968";2019-11-12;265
"3969";2019-11-13;290
"3970";2019-11-14;317
"3971";2019-11-15;297
"3972";2019-11-16;293
"3973";2019-11-17;289
"3974";2019-11-18;329
"3975";2019-11-19;274
"3976";2019-11-20;320
"3977";2019-11-21;324
"3978";2019-11-22;336
"3979";2019-11-23;301
"3980";2019-11-24;303
"3981";2019-11-25;318
"3982";2019-11-26;323
"3983";2019-11-27;299
"3984";2019-11-28;317
"3985";2019-11-29;302
"3986";2019-11-30;287
"3987";2019-12-01;276
"3988";2019-12-02;290
"3989";2019-12-03;280
"3990";2019-12-04;299
"3991";2019-12-05;321
"3992";2019-12-06;371
"3993";2019-12-07;311
"3994";2019-12-08;289
"3995";2019-12-09;300
"3996";2019-12-10;320
"3997";2019-12-11;314
"3998";2019-12-12;339
"3999";2019-12-13;324
"4000";2019-12-14;306
"4001";2019-12-15;310
"4002";2019-12-16;340
"4003";2019-12-17;354
"4004";2019-12-18;327
"4005";2019-12-19;351
"4006";2019-12-20;341
"4007";2019-12-21;317
"4008";2019-12-22;307
"4009";2019-12-23;309
"4010";2019-12-24;328
"4011";2019-12-25;278
"4012";2019-12-26;303
"4013";2019-12-27;345
"4014";2019-12-28;283
"4015";2019-12-29;306
"4016";2019-12-30;311
"4017";2019-12-31;302
"4018";2020-01-01;326
"4019";2020-01-02;325
"4020";2020-01-03;354
"4021";2020-01-04;324
"4022";2020-01-05;300
"4023";2020-01-06;368
"4024";2020-01-07;326
"4025";2020-01-08;382
"4026";2020-01-09;388
"4027";2020-01-10;328
"4028";2020-01-11;321
"4029";2020-01-12;291
"4030";2020-01-13;324
"4031";2020-01-14;350
"4032";2020-01-15;324
"4033";2020-01-16;350
"4034";2020-01-17;336
"4035";2020-01-18;332
"4036";2020-01-19;310
"4037";2020-01-20;312
"4038";2020-01-21;318
"4039";2020-01-22;331
"4040";2020-01-23;327
"4041";2020-01-24;340
"4042";2020-01-25;265
"4043";2020-01-26;322
"4044";2020-01-27;313
"4045";2020-01-28;331
"4046";2020-01-29;330
"4047";2020-01-30;335
"4048";2020-01-31;395
"4049";2020-02-01;338
"4050";2020-02-02;332
"4051";2020-02-03;321
"4052";2020-02-04;315
"4053";2020-02-05;335
"4054";2020-02-06;295
"4055";2020-02-07;302
"4056";2020-02-08;322
"4057";2020-02-09;290
"4058";2020-02-10;339
"4059";2020-02-11;327
"4060";2020-02-12;324
"4061";2020-02-13;336
"4062";2020-02-14;355
"4063";2020-02-15;343
"4064";2020-02-16;300
"4065";2020-02-17;289
"4066";2020-02-18;327
"4067";2020-02-19;370
"4068";2020-02-20;344
"4069";2020-02-21;337
"4070";2020-02-22;337
"4071";2020-02-23;315
"4072";2020-02-24;323
"4073";2020-02-25;351
"4074";2020-02-26;339
"4075";2020-02-27;324
"4076";2020-02-28;310
"4077";2020-02-29;308
"4078";2020-03-01;306
"4079";2020-03-02;353
"4080";2020-03-03;305
"4081";2020-03-04;340
"4082";2020-03-05;322
"4083";2020-03-06;311
"4084";2020-03-07;287
"4085";2020-03-08;304
"4086";2020-03-09;290
"4087";2020-03-10;349
"4088";2020-03-11;341
"4089";2020-03-12;316
"4090";2020-03-13;329
"4091";2020-03-14;332
"4092";2020-03-15;297
"4093";2020-03-16;354
"4094";2020-03-17;321
"4095";2020-03-18;367
"4096";2020-03-19;357
"4097";2020-03-20;395
"4098";2020-03-21;397
"4099";2020-03-22;382
"4100";2020-03-23;442
"4101";2020-03-24;398
"4102";2020-03-25;455
"4103";2020-03-26;442
"4104";2020-03-27;513
"4105";2020-03-28;511
"4106";2020-03-29;455
"4107";2020-03-30;516
"4108";2020-03-31;574
"4109";2020-04-01;608
"4110";2020-04-02;603
"4111";2020-04-03;553
"4112";2020-04-04;602
"4113";2020-04-05;587
"4114";2020-04-06;559
"4115";2020-04-07;642
"4116";2020-04-08;646
"4117";2020-04-09;618
"4118";2020-04-10;676
"4119";2020-04-11;604
"4120";2020-04-12;564
"4121";2020-04-13;577
"4122";2020-04-14;541
"4123";2020-04-15;578
"4124";2020-04-16;556
"4125";2020-04-17;511
"4126";2020-04-18;489
"4127";2020-04-19;469
"4128";2020-04-20;466
"4129";2020-04-21;487
"4130";2020-04-22;465
"4131";2020-04-23;431
"4132";2020-04-24;410
"4133";2020-04-25;399
"4134";2020-04-26;399
"4135";2020-04-27;372
"4136";2020-04-28;417
"4137";2020-04-29;344
"4138";2020-04-30;350
"4139";2020-05-01;318
"4140";2020-05-02;302
"4141";2020-05-03;332
"4142";2020-05-04;341
"4143";2020-05-05;355
"4144";2020-05-06;314
"4145";2020-05-07;333
"4146";2020-05-08;351
"4147";2020-05-09;369
"4148";2020-05-10;334
"4149";2020-05-11;314
"4150";2020-05-12;305
"4151";2020-05-13;284
"4152";2020-05-14;296
"4153";2020-05-15;304
"4154";2020-05-16;272
"4155";2020-05-17;275
"4156";2020-05-18;308
"4157";2020-05-19;274
"4158";2020-05-20;327
"4159";2020-05-21;294
"4160";2020-05-22;327
"4161";2020-05-23;286
"4162";2020-05-24;273
"4163";2020-05-25;304
"4164";2020-05-26;275
"4165";2020-05-27;318
"4166";2020-05-28;297
"4167";2020-05-29;257
"4168";2020-05-30;285
"4169";2020-05-31;256
"4170";2020-06-01;256
"4171";2020-06-02;276
"4172";2020-06-03;274
"4173";2020-06-04;287
"4174";2020-06-05;261
"4175";2020-06-06;242
"4176";2020-06-07;216
"4177";2020-06-08;246
"4178";2020-06-09;277
"4179";2020-06-10;292
"4180";2020-06-11;288
"4181";2020-06-12;270
"4182";2020-06-13;266
"4183";2020-06-14;266
"4184";2020-06-15;292
"4185";2020-06-16;276
"4186";2020-06-17;277
"4187";2020-06-18;259
"4188";2020-06-19;236
"4189";2020-06-20;244
"4190";2020-06-21;240
"4191";2020-06-22;267
"4192";2020-06-23;272
"4193";2020-06-24;291
"4194";2020-06-25;284
"4195";2020-06-26;321
"4196";2020-06-27;273
"4197";2020-06-28;265
"4198";2020-06-29;258
"4199";2020-06-30;250
"4200";2020-07-01;276
"4201";2020-07-02;265
"4202";2020-07-03;251
"4203";2020-07-04;242
"4204";2020-07-05;231
"4205";2020-07-06;215
"4206";2020-07-07;259
"4207";2020-07-08;235
"4208";2020-07-09;264
"4209";2020-07-10;254
"4210";2020-07-11;233
"4211";2020-07-12;239
"4212";2020-07-13;243
"4213";2020-07-14;235
"4214";2020-07-15;305
"4215";2020-07-16;269
"4216";2020-07-17;259
"4217";2020-07-18;276
"4218";2020-07-19;275
"4219";2020-07-20;249
"4220";2020-07-21;242
"4221";2020-07-22;263
"4222";2020-07-23;302
"4223";2020-07-24;251
"4224";2020-07-25;238
"4225";2020-07-26;273
"4226";2020-07-27;262
"4227";2020-07-28;269
"4228";2020-07-29;278
"4229";2020-07-30;286
"4230";2020-07-31;302
"4231";2020-08-01;293
"4232";2020-08-02;269
"4233";2020-08-03;261
"4234";2020-08-04;262
"4235";2020-08-05;269
"4236";2020-08-06;308
"4237";2020-08-07;305
"4238";2020-08-08;312
"4239";2020-08-09;331
"4240";2020-08-10;384
"4241";2020-08-11;401
"4242";2020-08-12;448
"4243";2020-08-13;494
"4244";2020-08-14;419
"4245";2020-08-15;398
"4246";2020-08-16;343
"4247";2020-08-17;333
"4248";2020-08-18;323
"4249";2020-08-19;341
"4250";2020-08-20;339
"4251";2020-08-21;313
"4252";2020-08-22;285
"4253";2020-08-23;290
"4254";2020-08-24;266
"4255";2020-08-25;296
"4256";2020-08-26;298
"4257";2020-08-27;253
"4258";2020-08-28;271
"4259";2020-08-29;250
"4260";2020-08-30;247
"4261";2020-08-31;270
"4262";2020-09-01;268
"4263";2020-09-02;263
"4264";2020-09-03;273
"4265";2020-09-04;291
"4266";2020-09-05;289
"4267";2020-09-06;250
"4268";2020-09-07;256
"4269";2020-09-08;267
"4270";2020-09-09;276
"4271";2020-09-10;247
"4272";2020-09-11;295
"4273";2020-09-12;246
"4274";2020-09-13;237
"4275";2020-09-14;276
"4276";2020-09-15;331
"4277";2020-09-16;305
"4278";2020-09-17;275
"4279";2020-09-18;285
"4280";2020-09-19;276
"4281";2020-09-20;264
"4282";2020-09-21;250
"4283";2020-09-22;275
"4284";2020-09-23;298
"4285";2020-09-24;284
"4286";2020-09-25;290
"4287";2020-09-26;291
"4288";2020-09-27;243
"4289";2020-09-28;299
"4290";2020-09-29;282
"4291";2020-09-30;243
"4292";2020-10-01;295
"4293";2020-10-02;271
"4294";2020-10-03;255
"4295";2020-10-04;284
"4296";2020-10-05;274
"4297";2020-10-06;304
"4298";2020-10-07;283
"4299";2020-10-08;314
"4300";2020-10-09;299
"4301";2020-10-10;278
"4302";2020-10-11;322
"4303";2020-10-12;295
"4304";2020-10-13;334
"4305";2020-10-14;291
"4306";2020-10-15;294
"4307";2020-10-16;343
"4308";2020-10-17;299
"4309";2020-10-18;306
"4310";2020-10-19;317
"4311";2020-10-20;350
"4312";2020-10-21;385
"4313";2020-10-22;376
"4314";2020-10-23;408
"4315";2020-10-24;398
"4316";2020-10-25;397
"4317";2020-10-26;432
"4318";2020-10-27;481
"4319";2020-10-28;454
"4320";2020-10-29;435
"4321";2020-10-30;507
"4322";2020-10-31;505
"4323";2020-11-01;479
"4324";2020-11-02;520
"4325";2020-11-03;535
"4326";2020-11-04;503
"4327";2020-11-05;502
"4328";2020-11-06;567
"4329";2020-11-07;562
"4330";2020-11-08;509
"4331";2020-11-09;530
"4332";2020-11-10;551
"4333";2020-11-11;482
"4334";2020-11-12;465
"4335";2020-11-13;499
"4336";2020-11-14;474
"4337";2020-11-15;441
"4338";2020-11-16;500
"4339";2020-11-17;486
"4340";2020-11-18;461
"4341";2020-11-19;445
"4342";2020-11-20;463
"4343";2020-11-21;454
"4344";2020-11-22;378
"4345";2020-11-23;429
"4346";2020-11-24;414
"4347";2020-11-25;429
"4348";2020-11-26;439
"4349";2020-11-27;412
"4350";2020-11-28;416
"4351";2020-11-29;361
"4352";2020-11-30;366
"4353";2020-12-01;396
"4354";2020-12-02;409
"4355";2020-12-03;389
"4356";2020-12-04;419
"4357";2020-12-05;378
"4358";2020-12-06;348
"4359";2020-12-07;423
"4360";2020-12-08;399
"4361";2020-12-09;396
"4362";2020-12-10;371
"4363";2020-12-11;436
"4364";2020-12-12;398
"4365";2020-12-13;364
"4366";2020-12-14;395
"4367";2020-12-15;438
"4368";2020-12-16;393
"4369";2020-12-17;397
"4370";2020-12-18;390
"4371";2020-12-19;380
"4372";2020-12-20;352
"4373";2020-12-21;366
"4374";2020-12-22;424
"4375";2020-12-23;408
"4376";2020-12-24;392
"4377";2020-12-25;358
"4378";2020-12-26;324
"4379";2020-12-27;350
"4380";2020-12-28;390
"4381";2020-12-29;382
"4382";2020-12-30;340
"4383";2020-12-31;369
"4384";2021-01-01;342
"4385";2021-01-02;307
"4386";2021-01-03;319
"4387";2021-01-04;339
"4388";2021-01-05;359
"4389";2021-01-06;360
"4390";2021-01-07;369
"4391";2021-01-08;382
"4392";2021-01-09;333
"4393";2021-01-10;325
"4394";2021-01-11;372
"4395";2021-01-12;369
"4396";2021-01-13;351
"4397";2021-01-14;337
"4398";2021-01-15;336
"4399";2021-01-16;340
"4400";2021-01-17;291
"4401";2021-01-18;353
"4402";2021-01-19;376
"4403";2021-01-20;362
"4404";2021-01-21;360
"4405";2021-01-22;349
"4406";2021-01-23;342
"4407";2021-01-24;291
"4408";2021-01-25;325
"4409";2021-01-26;347
"4410";2021-01-27;348
"4411";2021-01-28;362
"4412";2021-01-29;365
"4413";2021-01-30;338
"4414";2021-01-31;341
"4415";2021-02-01;313
"4416";2021-02-02;365
"4417";2021-02-03;282
"4418";2021-02-04;326
"4419";2021-02-05;330
"4420";2021-02-06;345
"4421";2021-02-07;305
"4422";2021-02-08;286
"4423";2021-02-09;311
"4424";2021-02-10;289
"4425";2021-02-11;337
"4426";2021-02-12;327
"4427";2021-02-13;333
"4428";2021-02-14;331
"4429";2021-02-15;337
"4430";2021-02-16;335
"4431";2021-02-17;318
"4432";2021-02-18;334
"4433";2021-02-19;337
"4434";2021-02-20;333
"4435";2021-02-21;302
"4436";2021-02-22;268
"4437";2021-02-23;327
"4438";2021-02-24;327
"4439";2021-02-25;297
"4440";2021-02-26;283
"4441";2021-02-27;300
"4442";2021-02-28;300
