"";"date";"dead"
"2557";2016-01-01;287
"2558";2016-01-02;300
"2559";2016-01-03;288
"2560";2016-01-04;338
"2561";2016-01-05;318
"2562";2016-01-06;300
"2563";2016-01-07;317
"2564";2016-01-08;353
"2565";2016-01-09;315
"2566";2016-01-10;303
"2567";2016-01-11;320
"2568";2016-01-12;333
"2569";2016-01-13;306
"2570";2016-01-14;309
"2571";2016-01-15;366
"2572";2016-01-16;324
"2573";2016-01-17;276
"2574";2016-01-18;307
"2575";2016-01-19;356
"2576";2016-01-20;295
"2577";2016-01-21;346
"2578";2016-01-22;331
"2579";2016-01-23;342
"2580";2016-01-24;318
"2581";2016-01-25;343
"2582";2016-01-26;334
"2583";2016-01-27;290
"2584";2016-01-28;347
"2585";2016-01-29;319
"2586";2016-01-30;305
"2587";2016-01-31;325
"2588";2016-02-01;293
"2589";2016-02-02;301
"2590";2016-02-03;328
"2591";2016-02-04;311
"2592";2016-02-05;321
"2593";2016-02-06;310
"2594";2016-02-07;316
"2595";2016-02-08;301
"2596";2016-02-09;335
"2597";2016-02-10;318
"2598";2016-02-11;291
"2599";2016-02-12;299
"2600";2016-02-13;295
"2601";2016-02-14;288
"2602";2016-02-15;304
"2603";2016-02-16;279
"2604";2016-02-17;318
"2605";2016-02-18;338
"2606";2016-02-19;298
"2607";2016-02-20;315
"2608";2016-02-21;269
"2609";2016-02-22;317
"2610";2016-02-23;323
"2611";2016-02-24;311
"2612";2016-02-25;332
"2613";2016-02-26;330
"2614";2016-02-27;331
"2615";2016-02-28;286
"2616";2016-02-29;337
"2617";2016-03-01;341
"2618";2016-03-02;362
"2619";2016-03-03;328
"2620";2016-03-04;310
"2621";2016-03-05;322
"2622";2016-03-06;336
"2623";2016-03-07;353
"2624";2016-03-08;314
"2625";2016-03-09;343
"2626";2016-03-10;337
"2627";2016-03-11;346
"2628";2016-03-12;302
"2629";2016-03-13;269
"2630";2016-03-14;324
"2631";2016-03-15;310
"2632";2016-03-16;345
"2633";2016-03-17;336
"2634";2016-03-18;306
"2635";2016-03-19;303
"2636";2016-03-20;324
"2637";2016-03-21;307
"2638";2016-03-22;380
"2639";2016-03-23;380
"2640";2016-03-24;337
"2641";2016-03-25;353
"2642";2016-03-26;338
"2643";2016-03-27;269
"2644";2016-03-28;303
"2645";2016-03-29;341
"2646";2016-03-30;325
"2647";2016-03-31;326
"2648";2016-04-01;360
"2649";2016-04-02;320
"2650";2016-04-03;298
"2651";2016-04-04;312
"2652";2016-04-05;278
"2653";2016-04-06;288
"2654";2016-04-07;313
"2655";2016-04-08;307
"2656";2016-04-09;299
"2657";2016-04-10;283
"2658";2016-04-11;294
"2659";2016-04-12;326
"2660";2016-04-13;319
"2661";2016-04-14;314
"2662";2016-04-15;305
"2663";2016-04-16;313
"2664";2016-04-17;289
"2665";2016-04-18;281
"2666";2016-04-19;309
"2667";2016-04-20;317
"2668";2016-04-21;282
"2669";2016-04-22;307
"2670";2016-04-23;291
"2671";2016-04-24;262
"2672";2016-04-25;257
"2673";2016-04-26;299
"2674";2016-04-27;276
"2675";2016-04-28;282
"2676";2016-04-29;320
"2677";2016-04-30;278
"2678";2016-05-01;284
"2679";2016-05-02;287
"2680";2016-05-03;300
"2681";2016-05-04;322
"2682";2016-05-05;278
"2683";2016-05-06;317
"2684";2016-05-07;289
"2685";2016-05-08;294
"2686";2016-05-09;306
"2687";2016-05-10;345
"2688";2016-05-11;308
"2689";2016-05-12;282
"2690";2016-05-13;293
"2691";2016-05-14;278
"2692";2016-05-15;253
"2693";2016-05-16;252
"2694";2016-05-17;267
"2695";2016-05-18;295
"2696";2016-05-19;269
"2697";2016-05-20;277
"2698";2016-05-21;288
"2699";2016-05-22;278
"2700";2016-05-23;280
"2701";2016-05-24;258
"2702";2016-05-25;269
"2703";2016-05-26;292
"2704";2016-05-27;303
"2705";2016-05-28;295
"2706";2016-05-29;249
"2707";2016-05-30;262
"2708";2016-05-31;282
"2709";2016-06-01;277
"2710";2016-06-02;275
"2711";2016-06-03;295
"2712";2016-06-04;246
"2713";2016-06-05;248
"2714";2016-06-06;279
"2715";2016-06-07;274
"2716";2016-06-08;257
"2717";2016-06-09;251
"2718";2016-06-10;257
"2719";2016-06-11;262
"2720";2016-06-12;276
"2721";2016-06-13;261
"2722";2016-06-14;243
"2723";2016-06-15;270
"2724";2016-06-16;257
"2725";2016-06-17;279
"2726";2016-06-18;284
"2727";2016-06-19;257
"2728";2016-06-20;269
"2729";2016-06-21;306
"2730";2016-06-22;261
"2731";2016-06-23;304
"2732";2016-06-24;279
"2733";2016-06-25;251
"2734";2016-06-26;250
"2735";2016-06-27;242
"2736";2016-06-28;258
"2737";2016-06-29;265
"2738";2016-06-30;274
"2739";2016-07-01;281
"2740";2016-07-02;283
"2741";2016-07-03;243
"2742";2016-07-04;249
"2743";2016-07-05;266
"2744";2016-07-06;263
"2745";2016-07-07;256
"2746";2016-07-08;312
"2747";2016-07-09;275
"2748";2016-07-10;278
"2749";2016-07-11;279
"2750";2016-07-12;285
"2751";2016-07-13;261
"2752";2016-07-14;288
"2753";2016-07-15;274
"2754";2016-07-16;272
"2755";2016-07-17;274
"2756";2016-07-18;283
"2757";2016-07-19;287
"2758";2016-07-20;302
"2759";2016-07-21;291
"2760";2016-07-22;315
"2761";2016-07-23;312
"2762";2016-07-24;240
"2763";2016-07-25;273
"2764";2016-07-26;276
"2765";2016-07-27;277
"2766";2016-07-28;320
"2767";2016-07-29;268
"2768";2016-07-30;267
"2769";2016-07-31;236
"2770";2016-08-01;235
"2771";2016-08-02;281
"2772";2016-08-03;274
"2773";2016-08-04;256
"2774";2016-08-05;256
"2775";2016-08-06;261
"2776";2016-08-07;238
"2777";2016-08-08;255
"2778";2016-08-09;237
"2779";2016-08-10;256
"2780";2016-08-11;246
"2781";2016-08-12;256
"2782";2016-08-13;272
"2783";2016-08-14;266
"2784";2016-08-15;277
"2785";2016-08-16;277
"2786";2016-08-17;298
"2787";2016-08-18;284
"2788";2016-08-19;295
"2789";2016-08-20;285
"2790";2016-08-21;260
"2791";2016-08-22;299
"2792";2016-08-23;270
"2793";2016-08-24;271
"2794";2016-08-25;336
"2795";2016-08-26;319
"2796";2016-08-27;312
"2797";2016-08-28;313
"2798";2016-08-29;248
"2799";2016-08-30;266
"2800";2016-08-31;286
"2801";2016-09-01;259
"2802";2016-09-02;283
"2803";2016-09-03;274
"2804";2016-09-04;250
"2805";2016-09-05;247
"2806";2016-09-06;285
"2807";2016-09-07;284
"2808";2016-09-08;274
"2809";2016-09-09;252
"2810";2016-09-10;241
"2811";2016-09-11;252
"2812";2016-09-12;280
"2813";2016-09-13;296
"2814";2016-09-14;299
"2815";2016-09-15;278
"2816";2016-09-16;288
"2817";2016-09-17;250
"2818";2016-09-18;247
"2819";2016-09-19;250
"2820";2016-09-20;261
"2821";2016-09-21;259
"2822";2016-09-22;234
"2823";2016-09-23;269
"2824";2016-09-24;244
"2825";2016-09-25;252
"2826";2016-09-26;259
"2827";2016-09-27;268
"2828";2016-09-28;264
"2829";2016-09-29;282
"2830";2016-09-30;302
"2831";2016-10-01;285
"2832";2016-10-02;246
"2833";2016-10-03;256
"2834";2016-10-04;263
"2835";2016-10-05;266
"2836";2016-10-06;299
"2837";2016-10-07;264
"2838";2016-10-08;299
"2839";2016-10-09;257
"2840";2016-10-10;263
"2841";2016-10-11;299
"2842";2016-10-12;281
"2843";2016-10-13;288
"2844";2016-10-14;337
"2845";2016-10-15;310
"2846";2016-10-16;287
"2847";2016-10-17;285
"2848";2016-10-18;300
"2849";2016-10-19;304
"2850";2016-10-20;296
"2851";2016-10-21;292
"2852";2016-10-22;275
"2853";2016-10-23;289
"2854";2016-10-24;296
"2855";2016-10-25;290
"2856";2016-10-26;288
"2857";2016-10-27;277
"2858";2016-10-28;294
"2859";2016-10-29;300
"2860";2016-10-30;280
"2861";2016-10-31;302
"2862";2016-11-01;312
"2863";2016-11-02;289
"2864";2016-11-03;269
"2865";2016-11-04;326
"2866";2016-11-05;289
"2867";2016-11-06;301
"2868";2016-11-07;288
"2869";2016-11-08;323
"2870";2016-11-09;316
"2871";2016-11-10;302
"2872";2016-11-11;316
"2873";2016-11-12;280
"2874";2016-11-13;268
"2875";2016-11-14;270
"2876";2016-11-15;347
"2877";2016-11-16;337
"2878";2016-11-17;332
"2879";2016-11-18;313
"2880";2016-11-19;299
"2881";2016-11-20;279
"2882";2016-11-21;310
"2883";2016-11-22;314
"2884";2016-11-23;302
"2885";2016-11-24;300
"2886";2016-11-25;310
"2887";2016-11-26;302
"2888";2016-11-27;305
"2889";2016-11-28;268
"2890";2016-11-29;311
"2891";2016-11-30;309
"2892";2016-12-01;328
"2893";2016-12-02;352
"2894";2016-12-03;304
"2895";2016-12-04;319
"2896";2016-12-05;290
"2897";2016-12-06;323
"2898";2016-12-07;337
"2899";2016-12-08;329
"2900";2016-12-09;327
"2901";2016-12-10;307
"2902";2016-12-11;308
"2903";2016-12-12;330
"2904";2016-12-13;308
"2905";2016-12-14;337
"2906";2016-12-15;305
"2907";2016-12-16;289
"2908";2016-12-17;323
"2909";2016-12-18;329
"2910";2016-12-19;329
"2911";2016-12-20;301
"2912";2016-12-21;366
"2913";2016-12-22;320
"2914";2016-12-23;352
"2915";2016-12-24;315
"2916";2016-12-25;338
"2917";2016-12-26;316
"2918";2016-12-27;340
"2919";2016-12-28;326
"2920";2016-12-29;375
"2921";2016-12-30;369
"2922";2016-12-31;341
"2923";2017-01-01;351
"2924";2017-01-02;361
"2925";2017-01-03;338
"2926";2017-01-04;360
"2927";2017-01-05;378
"2928";2017-01-06;344
"2929";2017-01-07;417
"2930";2017-01-08;359
"2931";2017-01-09;367
"2932";2017-01-10;420
"2933";2017-01-11;396
"2934";2017-01-12;399
"2935";2017-01-13;419
"2936";2017-01-14;382
"2937";2017-01-15;352
"2938";2017-01-16;370
"2939";2017-01-17;388
"2940";2017-01-18;376
"2941";2017-01-19;356
"2942";2017-01-20;379
"2943";2017-01-21;388
"2944";2017-01-22;388
"2945";2017-01-23;368
"2946";2017-01-24;376
"2947";2017-01-25;378
"2948";2017-01-26;383
"2949";2017-01-27;393
"2950";2017-01-28;377
"2951";2017-01-29;416
"2952";2017-01-30;416
"2953";2017-01-31;433
"2954";2017-02-01;431
"2955";2017-02-02;458
"2956";2017-02-03;444
"2957";2017-02-04;410
"2958";2017-02-05;358
"2959";2017-02-06;383
"2960";2017-02-07;407
"2961";2017-02-08;382
"2962";2017-02-09;383
"2963";2017-02-10;374
"2964";2017-02-11;407
"2965";2017-02-12;355
"2966";2017-02-13;406
"2967";2017-02-14;377
"2968";2017-02-15;381
"2969";2017-02-16;399
"2970";2017-02-17;379
"2971";2017-02-18;362
"2972";2017-02-19;327
"2973";2017-02-20;320
"2974";2017-02-21;334
"2975";2017-02-22;360
"2976";2017-02-23;376
"2977";2017-02-24;335
"2978";2017-02-25;349
"2979";2017-02-26;315
"2980";2017-02-27;334
"2981";2017-02-28;370
"2982";2017-03-01;330
"2983";2017-03-02;332
"2984";2017-03-03;317
"2985";2017-03-04;345
"2986";2017-03-05;287
"2987";2017-03-06;314
"2988";2017-03-07;306
"2989";2017-03-08;315
"2990";2017-03-09;302
"2991";2017-03-10;310
"2992";2017-03-11;293
"2993";2017-03-12;298
"2994";2017-03-13;295
"2995";2017-03-14;299
"2996";2017-03-15;288
"2997";2017-03-16;307
"2998";2017-03-17;297
"2999";2017-03-18;290
"3000";2017-03-19;260
"3001";2017-03-20;317
"3002";2017-03-21;303
"3003";2017-03-22;291
"3004";2017-03-23;346
"3005";2017-03-24;287
"3006";2017-03-25;300
"3007";2017-03-26;262
"3008";2017-03-27;256
"3009";2017-03-28;330
"3010";2017-03-29;290
"3011";2017-03-30;334
"3012";2017-03-31;318
"3013";2017-04-01;278
"3014";2017-04-02;262
"3015";2017-04-03;274
"3016";2017-04-04;275
"3017";2017-04-05;279
"3018";2017-04-06;274
"3019";2017-04-07;298
"3020";2017-04-08;312
"3021";2017-04-09;257
"3022";2017-04-10;272
"3023";2017-04-11;278
"3024";2017-04-12;273
"3025";2017-04-13;277
"3026";2017-04-14;278
"3027";2017-04-15;296
"3028";2017-04-16;280
"3029";2017-04-17;286
"3030";2017-04-18;280
"3031";2017-04-19;274
"3032";2017-04-20;270
"3033";2017-04-21;285
"3034";2017-04-22;267
"3035";2017-04-23;255
"3036";2017-04-24;298
"3037";2017-04-25;295
"3038";2017-04-26;285
"3039";2017-04-27;308
"3040";2017-04-28;302
"3041";2017-04-29;292
"3042";2017-04-30;299
"3043";2017-05-01;288
"3044";2017-05-02;275
"3045";2017-05-03;330
"3046";2017-05-04;294
"3047";2017-05-05;305
"3048";2017-05-06;312
"3049";2017-05-07;287
"3050";2017-05-08;284
"3051";2017-05-09;280
"3052";2017-05-10;274
"3053";2017-05-11;284
"3054";2017-05-12;334
"3055";2017-05-13;276
"3056";2017-05-14;277
"3057";2017-05-15;299
"3058";2017-05-16;317
"3059";2017-05-17;338
"3060";2017-05-18;304
"3061";2017-05-19;293
"3062";2017-05-20;286
"3063";2017-05-21;273
"3064";2017-05-22;280
"3065";2017-05-23;291
"3066";2017-05-24;296
"3067";2017-05-25;260
"3068";2017-05-26;275
"3069";2017-05-27;290
"3070";2017-05-28;317
"3071";2017-05-29;319
"3072";2017-05-30;284
"3073";2017-05-31;275
"3074";2017-06-01;283
"3075";2017-06-02;320
"3076";2017-06-03;272
"3077";2017-06-04;228
"3078";2017-06-05;233
"3079";2017-06-06;283
"3080";2017-06-07;264
"3081";2017-06-08;260
"3082";2017-06-09;274
"3083";2017-06-10;263
"3084";2017-06-11;238
"3085";2017-06-12;245
"3086";2017-06-13;256
"3087";2017-06-14;271
"3088";2017-06-15;287
"3089";2017-06-16;287
"3090";2017-06-17;261
"3091";2017-06-18;261
"3092";2017-06-19;307
"3093";2017-06-20;295
"3094";2017-06-21;288
"3095";2017-06-22;368
"3096";2017-06-23;308
"3097";2017-06-24;281
"3098";2017-06-25;254
"3099";2017-06-26;253
"3100";2017-06-27;273
"3101";2017-06-28;281
"3102";2017-06-29;258
"3103";2017-06-30;269
"3104";2017-07-01;247
"3105";2017-07-02;240
"3106";2017-07-03;298
"3107";2017-07-04;265
"3108";2017-07-05;251
"3109";2017-07-06;288
"3110";2017-07-07;281
"3111";2017-07-08;290
"3112";2017-07-09;228
"3113";2017-07-10;284
"3114";2017-07-11;242
"3115";2017-07-12;278
"3116";2017-07-13;281
"3117";2017-07-14;264
"3118";2017-07-15;247
"3119";2017-07-16;251
"3120";2017-07-17;256
"3121";2017-07-18;273
"3122";2017-07-19;291
"3123";2017-07-20;291
"3124";2017-07-21;214
"3125";2017-07-22;250
"3126";2017-07-23;252
"3127";2017-07-24;265
"3128";2017-07-25;265
"3129";2017-07-26;258
"3130";2017-07-27;274
"3131";2017-07-28;263
"3132";2017-07-29;296
"3133";2017-07-30;276
"3134";2017-07-31;268
"3135";2017-08-01;267
"3136";2017-08-02;259
"3137";2017-08-03;288
"3138";2017-08-04;276
"3139";2017-08-05;234
"3140";2017-08-06;216
"3141";2017-08-07;286
"3142";2017-08-08;272
"3143";2017-08-09;254
"3144";2017-08-10;244
"3145";2017-08-11;278
"3146";2017-08-12;231
"3147";2017-08-13;261
"3148";2017-08-14;257
"3149";2017-08-15;258
"3150";2017-08-16;277
"3151";2017-08-17;259
"3152";2017-08-18;272
"3153";2017-08-19;252
"3154";2017-08-20;209
"3155";2017-08-21;258
"3156";2017-08-22;291
"3157";2017-08-23;288
"3158";2017-08-24;267
"3159";2017-08-25;293
"3160";2017-08-26;295
"3161";2017-08-27;259
"3162";2017-08-28;269
"3163";2017-08-29;299
"3164";2017-08-30;299
"3165";2017-08-31;268
"3166";2017-09-01;284
"3167";2017-09-02;261
"3168";2017-09-03;244
"3169";2017-09-04;277
"3170";2017-09-05;268
"3171";2017-09-06;257
"3172";2017-09-07;283
"3173";2017-09-08;264
"3174";2017-09-09;293
"3175";2017-09-10;241
"3176";2017-09-11;251
"3177";2017-09-12;260
"3178";2017-09-13;268
"3179";2017-09-14;280
"3180";2017-09-15;273
"3181";2017-09-16;236
"3182";2017-09-17;255
"3183";2017-09-18;269
"3184";2017-09-19;284
"3185";2017-09-20;246
"3186";2017-09-21;288
"3187";2017-09-22;312
"3188";2017-09-23;258
"3189";2017-09-24;251
"3190";2017-09-25;267
"3191";2017-09-26;283
"3192";2017-09-27;298
"3193";2017-09-28;275
"3194";2017-09-29;293
"3195";2017-09-30;289
"3196";2017-10-01;258
"3197";2017-10-02;293
"3198";2017-10-03;282
"3199";2017-10-04;272
"3200";2017-10-05;259
"3201";2017-10-06;288
"3202";2017-10-07;292
"3203";2017-10-08;269
"3204";2017-10-09;292
"3205";2017-10-10;291
"3206";2017-10-11;310
"3207";2017-10-12;312
"3208";2017-10-13;323
"3209";2017-10-14;241
"3210";2017-10-15;290
"3211";2017-10-16;296
"3212";2017-10-17;306
"3213";2017-10-18;255
"3214";2017-10-19;286
"3215";2017-10-20;305
"3216";2017-10-21;302
"3217";2017-10-22;257
"3218";2017-10-23;247
"3219";2017-10-24;277
"3220";2017-10-25;303
"3221";2017-10-26;265
"3222";2017-10-27;270
"3223";2017-10-28;276
"3224";2017-10-29;275
"3225";2017-10-30;285
"3226";2017-10-31;292
"3227";2017-11-01;264
"3228";2017-11-02;273
"3229";2017-11-03;270
"3230";2017-11-04;270
"3231";2017-11-05;238
"3232";2017-11-06;267
"3233";2017-11-07;293
"3234";2017-11-08;271
"3235";2017-11-09;282
"3236";2017-11-10;280
"3237";2017-11-11;286
"3238";2017-11-12;260
"3239";2017-11-13;296
"3240";2017-11-14;312
"3241";2017-11-15;288
"3242";2017-11-16;312
"3243";2017-11-17;298
"3244";2017-11-18;298
"3245";2017-11-19;274
"3246";2017-11-20;306
"3247";2017-11-21;318
"3248";2017-11-22;303
"3249";2017-11-23;302
"3250";2017-11-24;308
"3251";2017-11-25;314
"3252";2017-11-26;263
"3253";2017-11-27;296
"3254";2017-11-28;301
"3255";2017-11-29;304
"3256";2017-11-30;291
"3257";2017-12-01;294
"3258";2017-12-02;310
"3259";2017-12-03;284
"3260";2017-12-04;340
"3261";2017-12-05;329
"3262";2017-12-06;319
"3263";2017-12-07;323
"3264";2017-12-08;346
"3265";2017-12-09;329
"3266";2017-12-10;290
"3267";2017-12-11;342
"3268";2017-12-12;310
"3269";2017-12-13;345
"3270";2017-12-14;344
"3271";2017-12-15;356
"3272";2017-12-16;331
"3273";2017-12-17;297
"3274";2017-12-18;300
"3275";2017-12-19;319
"3276";2017-12-20;348
"3277";2017-12-21;325
"3278";2017-12-22;361
"3279";2017-12-23;301
"3280";2017-12-24;318
"3281";2017-12-25;341
"3282";2017-12-26;352
"3283";2017-12-27;331
"3284";2017-12-28;350
"3285";2017-12-29;343
"3286";2017-12-30;320
"3287";2017-12-31;313
"3288";2018-01-01;317
"3289";2018-01-02;357
"3290";2018-01-03;359
"3291";2018-01-04;363
"3292";2018-01-05;374
"3293";2018-01-06;303
"3294";2018-01-07;309
"3295";2018-01-08;296
"3296";2018-01-09;348
"3297";2018-01-10;350
"3298";2018-01-11;349
"3299";2018-01-12;354
"3300";2018-01-13;309
"3301";2018-01-14;311
"3302";2018-01-15;314
"3303";2018-01-16;337
"3304";2018-01-17;335
"3305";2018-01-18;332
"3306";2018-01-19;336
"3307";2018-01-20;343
"3308";2018-01-21;339
"3309";2018-01-22;317
"3310";2018-01-23;352
"3311";2018-01-24;323
"3312";2018-01-25;347
"3313";2018-01-26;298
"3314";2018-01-27;315
"3315";2018-01-28;301
"3316";2018-01-29;331
"3317";2018-01-30;355
"3318";2018-01-31;386
"3319";2018-02-01;342
"3320";2018-02-02;325
"3321";2018-02-03;315
"3322";2018-02-04;301
"3323";2018-02-05;309
"3324";2018-02-06;345
"3325";2018-02-07;309
"3326";2018-02-08;367
"3327";2018-02-09;367
"3328";2018-02-10;342
"3329";2018-02-11;314
"3330";2018-02-12;345
"3331";2018-02-13;357
"3332";2018-02-14;385
"3333";2018-02-15;382
"3334";2018-02-16;376
"3335";2018-02-17;386
"3336";2018-02-18;334
"3337";2018-02-19;327
"3338";2018-02-20;374
"3339";2018-02-21;385
"3340";2018-02-22;404
"3341";2018-02-23;383
"3342";2018-02-24;394
"3343";2018-02-25;361
"3344";2018-02-26;390
"3345";2018-02-27;425
"3346";2018-02-28;445
"3347";2018-03-01;441
"3348";2018-03-02;441
"3349";2018-03-03;443
"3350";2018-03-04;417
"3351";2018-03-05;445
"3352";2018-03-06;415
"3353";2018-03-07;462
"3354";2018-03-08;438
"3355";2018-03-09;460
"3356";2018-03-10;407
"3357";2018-03-11;389
"3358";2018-03-12;416
"3359";2018-03-13;427
"3360";2018-03-14;389
"3361";2018-03-15;388
"3362";2018-03-16;394
"3363";2018-03-17;364
"3364";2018-03-18;346
"3365";2018-03-19;376
"3366";2018-03-20;378
"3367";2018-03-21;374
"3368";2018-03-22;392
"3369";2018-03-23;414
"3370";2018-03-24;340
"3371";2018-03-25;320
"3372";2018-03-26;342
"3373";2018-03-27;358
"3374";2018-03-28;392
"3375";2018-03-29;345
"3376";2018-03-30;359
"3377";2018-03-31;330
"3378";2018-04-01;334
"3379";2018-04-02;315
"3380";2018-04-03;312
"3381";2018-04-04;326
"3382";2018-04-05;326
"3383";2018-04-06;326
"3384";2018-04-07;301
"3385";2018-04-08;297
"3386";2018-04-09;324
"3387";2018-04-10;321
"3388";2018-04-11;354
"3389";2018-04-12;335
"3390";2018-04-13;279
"3391";2018-04-14;267
"3392";2018-04-15;295
"3393";2018-04-16;266
"3394";2018-04-17;277
"3395";2018-04-18;289
"3396";2018-04-19;330
"3397";2018-04-20;336
"3398";2018-04-21;271
"3399";2018-04-22;275
"3400";2018-04-23;277
"3401";2018-04-24;327
"3402";2018-04-25;276
"3403";2018-04-26;298
"3404";2018-04-27;277
"3405";2018-04-28;254
"3406";2018-04-29;244
"3407";2018-04-30;262
"3408";2018-05-01;267
"3409";2018-05-02;231
"3410";2018-05-03;251
"3411";2018-05-04;289
"3412";2018-05-05;286
"3413";2018-05-06;281
"3414";2018-05-07;279
"3415";2018-05-08;298
"3416";2018-05-09;331
"3417";2018-05-10;257
"3418";2018-05-11;279
"3419";2018-05-12;278
"3420";2018-05-13;258
"3421";2018-05-14;278
"3422";2018-05-15;290
"3423";2018-05-16;273
"3424";2018-05-17;268
"3425";2018-05-18;265
"3426";2018-05-19;238
"3427";2018-05-20;248
"3428";2018-05-21;255
"3429";2018-05-22;281
"3430";2018-05-23;300
"3431";2018-05-24;281
"3432";2018-05-25;295
"3433";2018-05-26;270
"3434";2018-05-27;269
"3435";2018-05-28;277
"3436";2018-05-29;302
"3437";2018-05-30;311
"3438";2018-05-31;273
"3439";2018-06-01;275
"3440";2018-06-02;278
"3441";2018-06-03;237
"3442";2018-06-04;222
"3443";2018-06-05;280
"3444";2018-06-06;270
"3445";2018-06-07;274
"3446";2018-06-08;281
"3447";2018-06-09;253
"3448";2018-06-10;231
"3449";2018-06-11;252
"3450";2018-06-12;239
"3451";2018-06-13;259
"3452";2018-06-14;232
"3453";2018-06-15;291
"3454";2018-06-16;252
"3455";2018-06-17;209
"3456";2018-06-18;228
"3457";2018-06-19;266
"3458";2018-06-20;292
"3459";2018-06-21;243
"3460";2018-06-22;243
"3461";2018-06-23;240
"3462";2018-06-24;267
"3463";2018-06-25;277
"3464";2018-06-26;291
"3465";2018-06-27;255
"3466";2018-06-28;273
"3467";2018-06-29;297
"3468";2018-06-30;286
"3469";2018-07-01;271
"3470";2018-07-02;318
"3471";2018-07-03;285
"3472";2018-07-04;285
"3473";2018-07-05;308
"3474";2018-07-06;311
"3475";2018-07-07;300
"3476";2018-07-08;273
"3477";2018-07-09;251
"3478";2018-07-10;281
"3479";2018-07-11;252
"3480";2018-07-12;235
"3481";2018-07-13;283
"3482";2018-07-14;278
"3483";2018-07-15;253
"3484";2018-07-16;274
"3485";2018-07-17;279
"3486";2018-07-18;297
"3487";2018-07-19;294
"3488";2018-07-20;304
"3489";2018-07-21;285
"3490";2018-07-22;255
"3491";2018-07-23;254
"3492";2018-07-24;281
"3493";2018-07-25;295
"3494";2018-07-26;321
"3495";2018-07-27;311
"3496";2018-07-28;339
"3497";2018-07-29;306
"3498";2018-07-30;311
"3499";2018-07-31;328
"3500";2018-08-01;320
"3501";2018-08-02;295
"3502";2018-08-03;289
"3503";2018-08-04;329
"3504";2018-08-05;253
"3505";2018-08-06;285
"3506";2018-08-07;322
"3507";2018-08-08;299
"3508";2018-08-09;327
"3509";2018-08-10;283
"3510";2018-08-11;250
"3511";2018-08-12;234
"3512";2018-08-13;293
"3513";2018-08-14;260
"3514";2018-08-15;268
"3515";2018-08-16;299
"3516";2018-08-17;258
"3517";2018-08-18;246
"3518";2018-08-19;263
"3519";2018-08-20;244
"3520";2018-08-21;243
"3521";2018-08-22;297
"3522";2018-08-23;264
"3523";2018-08-24;276
"3524";2018-08-25;230
"3525";2018-08-26;270
"3526";2018-08-27;234
"3527";2018-08-28;277
"3528";2018-08-29;280
"3529";2018-08-30;265
"3530";2018-08-31;246
"3531";2018-09-01;272
"3532";2018-09-02;251
"3533";2018-09-03;263
"3534";2018-09-04;292
"3535";2018-09-05;269
"3536";2018-09-06;277
"3537";2018-09-07;307
"3538";2018-09-08;264
"3539";2018-09-09;237
"3540";2018-09-10;263
"3541";2018-09-11;269
"3542";2018-09-12;269
"3543";2018-09-13;262
"3544";2018-09-14;263
"3545";2018-09-15;258
"3546";2018-09-16;227
"3547";2018-09-17;282
"3548";2018-09-18;322
"3549";2018-09-19;310
"3550";2018-09-20;266
"3551";2018-09-21;277
"3552";2018-09-22;286
"3553";2018-09-23;227
"3554";2018-09-24;227
"3555";2018-09-25;271
"3556";2018-09-26;256
"3557";2018-09-27;299
"3558";2018-09-28;267
"3559";2018-09-29;271
"3560";2018-09-30;240
"3561";2018-10-01;284
"3562";2018-10-02;288
"3563";2018-10-03;311
"3564";2018-10-04;270
"3565";2018-10-05;302
"3566";2018-10-06;280
"3567";2018-10-07;230
"3568";2018-10-08;284
"3569";2018-10-09;240
"3570";2018-10-10;319
"3571";2018-10-11;291
"3572";2018-10-12;303
"3573";2018-10-13;304
"3574";2018-10-14;265
"3575";2018-10-15;318
"3576";2018-10-16;299
"3577";2018-10-17;290
"3578";2018-10-18;265
"3579";2018-10-19;281
"3580";2018-10-20;242
"3581";2018-10-21;262
"3582";2018-10-22;270
"3583";2018-10-23;265
"3584";2018-10-24;294
"3585";2018-10-25;260
"3586";2018-10-26;308
"3587";2018-10-27;265
"3588";2018-10-28;256
"3589";2018-10-29;274
"3590";2018-10-30;289
"3591";2018-10-31;257
"3592";2018-11-01;278
"3593";2018-11-02;280
"3594";2018-11-03;287
"3595";2018-11-04;242
"3596";2018-11-05;307
"3597";2018-11-06;315
"3598";2018-11-07;311
"3599";2018-11-08;276
"3600";2018-11-09;283
"3601";2018-11-10;268
"3602";2018-11-11;289
"3603";2018-11-12;316
"3604";2018-11-13;299
"3605";2018-11-14;284
"3606";2018-11-15;291
"3607";2018-11-16;288
"3608";2018-11-17;269
"3609";2018-11-18;270
"3610";2018-11-19;298
"3611";2018-11-20;277
"3612";2018-11-21;327
"3613";2018-11-22;292
"3614";2018-11-23;317
"3615";2018-11-24;272
"3616";2018-11-25;277
"3617";2018-11-26;293
"3618";2018-11-27;322
"3619";2018-11-28;307
"3620";2018-11-29;301
"3621";2018-11-30;293
"3622";2018-12-01;320
"3623";2018-12-02;271
"3624";2018-12-03;283
"3625";2018-12-04;313
"3626";2018-12-05;323
"3627";2018-12-06;309
"3628";2018-12-07;351
"3629";2018-12-08;312
"3630";2018-12-09;282
"3631";2018-12-10;326
"3632";2018-12-11;305
